net,length_um
_03494_,23.77µm
_01203_,23.76µm
_01795_,23.76µm
_01911_,23.72µm
_03055_,23.72µm
_06570_,23.72µm
u_LMS.w\[7\]\[4\],23.71µm
_03512_,23.7µm
_05141_,23.7µm
net1657,23.7µm
u_FIR.sum\[6\]\[16\],23.665µm
_03859_,23.66µm
_10774_,23.65µm
_05153_,23.645µm
_08609_,23.645µm
_03335_,23.58µm
_06926_,23.58µm
_08936_,23.565µm
_08659_,23.545µm
_10978_,23.535µm
_03196_,23.53µm
_05786_,23.52µm
_05877_,23.52µm
_01585_,23.515µm
u_FIR.sum\[6\]\[10\],23.485µm
u_FIR.sum\[7\]\[17\],23.445µm
_04741_,23.43µm
_02050_,23.42µm
_09432_,23.4µm
_03288_,23.385µm
_05002_,23.35µm
_10627_,23.35µm
_03546_,23.34µm
_04053_,23.335µm
u_LMS.count\[11\],23.3µm
u_LMS.w\[2\]\[6\],23.3µm
u_LMS.w\[4\]\[19\],23.295µm
_03214_,23.29µm
_09614_,23.29µm
_09087_,23.285µm
_09373_,23.275µm
_06312_,23.25µm
_03710_,23.235µm
_06896_,23.22µm
_09862_,23.22µm
_01340_,23.215µm
_02166_,23.21µm
_06008_,23.18µm
u_s2p_input.reg_sh\[0\],23.17µm
u_LMS.w\[7\]\[12\],23.125µm
_03166_,23.11µm
_07916_,23.11µm
_08473_,23.11µm
_09223_,23.105µm
_05989_,23.1µm
u_FIR.sum\[5\]\[11\],23.07µm
u_LMS.w\[8\]\[10\],23.07µm
_10484_,23.05µm
u_LMS.w\[4\]\[3\],23.05µm
_07122_,23.04µm
_08880_,23.04µm
net1656,23.04µm
u_FIR.sum\[5\]\[1\],23.005µm
u_p2s_output.reg_cnt\[0\],23µm
_03594_,22.995µm
_11181_,22.99µm
_05886_,22.975µm
_05372_,22.955µm
u_FIR.sum\[3\]\[18\],22.95µm
_01170_,22.945µm
_09962_,22.94µm
_05201_,22.92µm
_08031_,22.92µm
_01185_,22.915µm
_02532_,22.885µm
_05252_,22.87µm
u_LMS.count\[23\],22.865µm
_05859_,22.855µm
_09081_,22.835µm
_07203_,22.83µm
_03337_,22.82µm
_03406_,22.815µm
_00954_,22.81µm
_06236_,22.81µm
_10870_,22.81µm
_07176_,22.8µm
_10725_,22.8µm
_01685_,22.79µm
_07956_,22.78µm
u_FIR.sum\[5\]\[3\],22.77µm
_01372_,22.76µm
_08828_,22.75µm
_06270_,22.74µm
_06384_,22.73µm
u_debug_unit.sw_reset\[4\],22.72µm
_00847_,22.715µm
_09619_,22.715µm
_08722_,22.7µm
_02659_,22.69µm
_07286_,22.69µm
_05778_,22.68µm
u_p2s_output.reg_cnt\[1\],22.64µm
_02245_,22.63µm
_05098_,22.62µm
net408,22.62µm
_09240_,22.585µm
u_LMS.w\[7\]\[5\],22.58µm
_06157_,22.56µm
_05862_,22.545µm
_00798_,22.53µm
u_FIR.sum\[2\]\[14\],22.52µm
u_FIR.sum\[5\]\[14\],22.52µm
_02585_,22.51µm
_07232_,22.475µm
u_debug_unit.force_w0\[7\],22.455µm
_10234_,22.45µm
net2126,22.45µm
_03544_,22.44µm
_04529_,22.43µm
u_LMS.count\[4\],22.425µm
_02358_,22.415µm
_02718_,22.41µm
_04500_,22.41µm
u_FIR.sum\[5\]\[8\],22.4µm
_08005_,22.395µm
_10167_,22.39µm
u_FIR.sum\[8\]\[7\],22.39µm
u_LMS.x_r\[3\]\[3\],22.39µm
_03833_,22.38µm
_05316_,22.38µm
_06220_,22.38µm
_03582_,22.375µm
_06121_,22.375µm
_08430_,22.36µm
_01595_,22.34µm
_05487_,22.33µm
_05829_,22.33µm
_09002_,22.33µm
_05167_,22.32µm
_07364_,22.32µm
_09015_,22.305µm
u_FIR.sum\[5\]\[17\],22.285µm
_07382_,22.28µm
_09494_,22.27µm
_09874_,22.27µm
u_LMS.w\[3\]\[9\],22.27µm
_02837_,22.265µm
_10193_,22.265µm
_03427_,22.26µm
u_FIR.sum\[6\]\[9\],22.26µm
u_debug_unit.sw_reset\[1\],22.26µm
_04131_,22.255µm
u_LMS.w\[1\]\[2\],22.23µm
_06604_,22.22µm
_07235_,22.215µm
_02012_,22.21µm
_05253_,22.21µm
_02833_,22.2µm
_08763_,22.2µm
_10988_,22.2µm
_02226_,22.195µm
_03473_,22.17µm
u_FIR.sum\[8\]\[14\],22.17µm
u_FIR.sum\[6\]\[11\],22.16µm
_07278_,22.155µm
_10393_,22.15µm
_10823_,22.15µm
u_LMS.count\[18\],22.15µm
_05581_,22.14µm
_04533_,22.09µm
u_FIR.x\[7\],22.09µm
_05758_,22.08µm
u_LMS.count\[5\],22.08µm
_08886_,22.05µm
_02222_,22.02µm
reset,22.02µm
_03440_,22.015µm
_10038_,21.98µm
_09446_,21.97µm
u_LMS.w\[8\]\[11\],21.97µm
_02808_,21.96µm
net632,21.95µm
_02850_,21.93µm
_06720_,21.93µm
_04645_,21.92µm
_07634_,21.91µm
u_FIR.sum\[2\]\[5\],21.91µm
_04120_,21.895µm
u_p2s_output.reg_sh\[6\],21.885µm
u_LMS.w\[8\]\[8\],21.88µm
_01296_,21.85µm
_04113_,21.85µm
_10673_,21.85µm
_07086_,21.84µm
_10363_,21.82µm
_05968_,21.8µm
u_LMS.w\[4\]\[6\],21.8µm
_09835_,21.79µm
_03193_,21.78µm
_06068_,21.78µm
_07688_,21.78µm
_09640_,21.775µm
_03311_,21.745µm
_04206_,21.745µm
_02474_,21.74µm
_01282_,21.73µm
_01654_,21.73µm
_03865_,21.73µm
_06531_,21.73µm
_08814_,21.73µm
_08900_,21.73µm
u_LMS.w\[0\]\[6\],21.7µm
u_FIR.sum\[7\]\[5\],21.695µm
_10744_,21.685µm
_09675_,21.68µm
u_FIR.sum\[6\]\[5\],21.635µm
_06846_,21.63µm
_07085_,21.63µm
_07327_,21.62µm
_03017_,21.61µm
_10251_,21.61µm
_11122_,21.59µm
_10639_,21.585µm
spi_ss_n,21.58µm
_08797_,21.575µm
_07432_,21.54µm
_09941_,21.525µm
_03886_,21.52µm
_10239_,21.51µm
_08143_,21.505µm
_07911_,21.5µm
_07754_,21.485µm
_03486_,21.48µm
_04701_,21.48µm
_07252_,21.465µm
_02779_,21.445µm
_03809_,21.44µm
u_FIR.sum\[5\]\[7\],21.44µm
u_LMS.count\[15\],21.43µm
_03195_,21.42µm
_04987_,21.42µm
_08974_,21.42µm
_02709_,21.4µm
_06841_,21.39µm
_03753_,21.38µm
_09869_,21.38µm
_10214_,21.37µm
_10715_,21.37µm
_01924_,21.36µm
_05720_,21.345µm
_01247_,21.335µm
_01781_,21.32µm
_10789_,21.32µm
u_FIR.x\[2\],21.32µm
_05223_,21.31µm
_05828_,21.31µm
_08228_,21.31µm
_09197_,21.31µm
_07205_,21.305µm
_05751_,21.28µm
_01811_,21.275µm
_03002_,21.275µm
_03789_,21.25µm
u_FIR.sum\[5\]\[6\],21.25µm
_02838_,21.24µm
_03588_,21.24µm
_09012_,21.24µm
net2127,21.24µm
_09974_,21.22µm
u_LMS.w\[6\]\[6\],21.22µm
_05538_,21.215µm
_00475_,21.19µm
_04036_,21.15µm
_06085_,21.14µm
_08583_,21.14µm
_02788_,21.13µm
_06340_,21.13µm
_05872_,21.12µm
_06413_,21.12µm
_07019_,21.12µm
spi_mosi,21.11µm
debug_load_bus\[5\],21.09µm
_08335_,21.07µm
_08394_,21.07µm
u_FIR.sum\[7\]\[6\],21.025µm
_05267_,21.02µm
_08099_,21.01µm
u_LMS.w\[4\]\[8\],21.01µm
u_p2s_output.reg_sh\[1\],21.01µm
_05197_,21µm
u_LMS.w\[5\]\[8\],20.985µm
_05874_,20.965µm
_02238_,20.96µm
_07706_,20.96µm
u_debug_unit.mon_w0_sync\[4\],20.96µm
u_debug_unit.mon_w7_sync\[5\],20.96µm
_00796_,20.95µm
net2123,20.95µm
_09567_,20.94µm
_02464_,20.91µm
_06603_,20.9µm
_03003_,20.89µm
_03498_,20.89µm
_04257_,20.89µm
_04341_,20.89µm
_07380_,20.875µm
_07465_,20.84µm
_09421_,20.84µm
_10210_,20.84µm
_10235_,20.84µm
net2063,20.84µm
_03322_,20.835µm
_01067_,20.83µm
_05753_,20.82µm
_07908_,20.815µm
u_LMS.w\[2\]\[9\],20.795µm
_03599_,20.79µm
_08689_,20.79µm
_07349_,20.78µm
_08875_,20.78µm
u_FIR.sum\[5\]\[10\],20.78µm
u_FIR.sum\[6\]\[12\],20.78µm
_01519_,20.77µm
_06973_,20.77µm
_11143_,20.77µm
sys_enable_bus\[5\],20.77µm
u_LMS.w\[1\]\[4\],20.765µm
_10819_,20.76µm
u_FIR.sum\[8\]\[8\],20.745µm
_06779_,20.72µm
_02816_,20.7µm
_07148_,20.7µm
_10259_,20.695µm
u_debug_unit.mon_w8_sync\[6\],20.685µm
_10446_,20.67µm
_11090_,20.665µm
_08229_,20.66µm
u_LMS.w\[0\]\[7\],20.655µm
_03303_,20.65µm
_02446_,20.64µm
_02570_,20.64µm
_04796_,20.64µm
_06356_,20.64µm
_04246_,20.615µm
net124,20.6µm
_04639_,20.59µm
u_FIR.sum\[6\]\[8\],20.59µm
_06118_,20.575µm
_09774_,20.56µm
_02119_,20.545µm
_02092_,20.525µm
_06441_,20.505µm
_04753_,20.485µm
_02219_,20.455µm
u_LMS.w\[0\]\[3\],20.42µm
_01054_,20.415µm
_03739_,20.41µm
_10507_,20.41µm
_01693_,20.4µm
_04668_,20.4µm
_08877_,20.4µm
_10769_,20.4µm
u_LMS.w\[0\]\[10\],20.375µm
_07526_,20.36µm
_05021_,20.355µm
_06993_,20.34µm
_09917_,20.31µm
u_debug_unit.mon_w0_sync\[0\],20.305µm
_04760_,20.3µm
_04876_,20.3µm
_06504_,20.3µm
u_LMS.w\[1\]\[7\],20.3µm
_02183_,20.29µm
_03526_,20.29µm
_05189_,20.29µm
_01084_,20.28µm
_07386_,20.28µm
_04598_,20.265µm
u_LMS.w\[0\]\[11\],20.265µm
u_LMS.w\[2\]\[2\],20.255µm
_01789_,20.245µm
_03718_,20.245µm
_02618_,20.24µm
_09078_,20.23µm
_00427_,20.22µm
_04893_,20.22µm
_05004_,20.22µm
_04953_,20.215µm
_00990_,20.205µm
_00910_,20.18µm
_10573_,20.18µm
_02783_,20.175µm
_10587_,20.175µm
_02005_,20.17µm
_04592_,20.17µm
_09396_,20.17µm
_09813_,20.15µm
_00769_,20.1µm
_09448_,20.085µm
_10077_,20.07µm
_03349_,20.06µm
_10669_,20.06µm
_02065_,20.055µm
_03945_,20.05µm
_05042_,20.05µm
_01379_,20.04µm
_03397_,20.04µm
_05321_,20.02µm
_05055_,20.01µm
u_spi_slave.tx_shift\[10\],20.005µm
spi_addr\[6\],20µm
_00919_,19.98µm
_01417_,19.98µm
_10709_,19.98µm
_07702_,19.975µm
_06643_,19.97µm
_02543_,19.95µm
_07337_,19.94µm
u_spi_slave.bit_cnt\[2\],19.94µm
_03348_,19.935µm
_00727_,19.93µm
_04255_,19.93µm
_09048_,19.93µm
_08454_,19.915µm
_06869_,19.905µm
_04599_,19.89µm
_05668_,19.88µm
u_FIR.sum\[6\]\[0\],19.88µm
_08424_,19.875µm
_03125_,19.87µm
_03990_,19.87µm
_08341_,19.87µm
_09425_,19.86µm
_05917_,19.855µm
net2162,19.83µm
_03409_,19.82µm
u_LMS.w\[1\]\[6\],19.82µm
_04985_,19.81µm
_06224_,19.81µm
_09833_,19.81µm
_09852_,19.81µm
u_s2p_input.reg_sh\[3\],19.81µm
_01581_,19.805µm
_02475_,19.805µm
_06696_,19.8µm
_03903_,19.785µm
_09505_,19.77µm
_06290_,19.755µm
_09632_,19.755µm
_10006_,19.75µm
_11155_,19.75µm
_01473_,19.74µm
_03559_,19.74µm
_07455_,19.74µm
u_FIR.sum\[7\]\[2\],19.74µm
_10151_,19.735µm
_01846_,19.71µm
_02445_,19.7µm
_09345_,19.7µm
_04710_,19.695µm
_03695_,19.69µm
_06901_,19.69µm
_10454_,19.69µm
net2177,19.69µm
_00021_,19.68µm
_02373_,19.68µm
_05198_,19.68µm
_08167_,19.675µm
_06431_,19.665µm
_01442_,19.645µm
_08174_,19.645µm
_03039_,19.64µm
_07667_,19.6µm
_04578_,19.575µm
_06131_,19.57µm
_06521_,19.57µm
_03580_,19.56µm
_05220_,19.56µm
_08923_,19.56µm
_09896_,19.56µm
_10394_,19.56µm
_10596_,19.56µm
_01290_,19.555µm
_09092_,19.545µm
_04423_,19.54µm
_10488_,19.54µm
u_LMS.count\[9\],19.53µm
_10049_,19.51µm
_01441_,19.5µm
_03289_,19.495µm
_08127_,19.465µm
_01849_,19.46µm
_00583_,19.45µm
_01887_,19.45µm
_07325_,19.45µm
u_FIR.sum\[2\]\[1\],19.45µm
_09351_,19.44µm
_09900_,19.44µm
_04091_,19.435µm
_10686_,19.435µm
_05571_,19.415µm
_09379_,19.39µm
_10085_,19.39µm
_01418_,19.38µm
_09085_,19.38µm
net807,19.365µm
_08924_,19.345µm
_10549_,19.335µm
u_FIR.sum\[0\]\[10\],19.335µm
_01430_,19.33µm
_01839_,19.33µm
_05268_,19.33µm
_08711_,19.33µm
_01204_,19.325µm
_06666_,19.32µm
_08774_,19.32µm
_10238_,19.32µm
u_debug_unit.mon_w4_sync\[1\],19.29µm
u_FIR.sum\[3\]\[6\],19.285µm
_02714_,19.28µm
_03452_,19.27µm
_06338_,19.27µm
_06642_,19.265µm
_04840_,19.26µm
_09463_,19.26µm
_01002_,19.255µm
_07089_,19.25µm
_08453_,19.25µm
_07517_,19.245µm
_09483_,19.245µm
_03344_,19.24µm
u_LMS.count\[10\],19.24µm
_03692_,19.23µm
u_debug_unit.force_w2\[7\],19.23µm
_09362_,19.225µm
_10987_,19.215µm
_10388_,19.21µm
net1535,19.21µm
_00439_,19.2µm
_10432_,19.2µm
_07952_,19.19µm
_06754_,19.165µm
_09190_,19.165µm
_01064_,19.16µm
_07384_,19.16µm
_01983_,19.14µm
_02842_,19.14µm
_09993_,19.135µm
_05867_,19.125µm
_07416_,19.125µm
_05333_,19.12µm
_10110_,19.12µm
_10804_,19.115µm
_07627_,19.11µm
_10068_,19.11µm
_09228_,19.105µm
_06981_,19.1µm
_09249_,19.1µm
_01649_,19.095µm
_00967_,19.09µm
_03474_,19.09µm
_04359_,19.09µm
_08456_,19.09µm
u_FIR.sum\[5\]\[12\],19.09µm
_03774_,19.085µm
_09927_,19.08µm
_03784_,19.075µm
_06412_,19.075µm
_03843_,19.065µm
_10032_,19.04µm
_01410_,19.03µm
_07946_,19.03µm
u_FIR.sum\[4\]\[18\],19.03µm
_04896_,19.025µm
_03564_,19.02µm
_08819_,19.015µm
_10082_,19.015µm
_10624_,18.985µm
u_LMS.count\[16\],18.985µm
_06363_,18.98µm
_00578_,18.97µm
_00880_,18.97µm
_03787_,18.97µm
_10948_,18.97µm
u_debug_unit.mon_w7_sync\[4\],18.97µm
net1649,18.97µm
_03659_,18.96µm
_05024_,18.96µm
_07310_,18.96µm
u_FIR.sum\[5\]\[2\],18.96µm
_02724_,18.955µm
_06423_,18.955µm
_09281_,18.945µm
_04063_,18.925µm
_09221_,18.925µm
_04742_,18.92µm
_02388_,18.91µm
_00948_,18.895µm
_01399_,18.895µm
_07477_,18.88µm
net2133,18.88µm
_04381_,18.865µm
_06811_,18.865µm
_08016_,18.86µm
_01175_,18.85µm
_04977_,18.85µm
_06182_,18.85µm
_06210_,18.85µm
_11077_,18.85µm
_02363_,18.84µm
_09998_,18.84µm
_10254_,18.84µm
u_LMS.w\[5\]\[4\],18.84µm
_04190_,18.825µm
_02122_,18.82µm
_04443_,18.815µm
_09268_,18.79µm
_10685_,18.78µm
_05673_,18.775µm
_03310_,18.75µm
_09191_,18.75µm
_08267_,18.74µm
u_LMS.count\[29\],18.74µm
_01558_,18.73µm
_01982_,18.73µm
_04634_,18.73µm
_08396_,18.73µm
u_LMS.x_r\[4\]\[7\],18.73µm
_05525_,18.72µm
_08175_,18.71µm
_04871_,18.68µm
_06303_,18.66µm
u_LMS.w\[8\]\[3\],18.64µm
u_s2p_input.reg_sh\[4\],18.64µm
u_LMS.w\[6\]\[5\],18.635µm
_01640_,18.625µm
_04066_,18.625µm
_04961_,18.62µm
_03602_,18.61µm
_04411_,18.6µm
_06233_,18.6µm
_06256_,18.6µm
_07931_,18.595µm
u_LMS.w\[6\]\[2\],18.58µm
_09224_,18.575µm
net2170,18.56µm
_00601_,18.55µm
_04018_,18.55µm
_08781_,18.55µm
debug_load_bus\[3\],18.55µm
net2216,18.55µm
_01650_,18.535µm
_06919_,18.52µm
_09486_,18.495µm
_10395_,18.495µm
_00809_,18.49µm
_02797_,18.49µm
_09278_,18.49µm
_07700_,18.48µm
_10062_,18.48µm
u_LMS.count\[1\],18.47µm
_06745_,18.455µm
_04425_,18.44µm
_03287_,18.43µm
_03321_,18.42µm
_00825_,18.415µm
_07135_,18.415µm
_02394_,18.39µm
_06690_,18.39µm
_10144_,18.385µm
_04778_,18.38µm
_05498_,18.38µm
net2059,18.38µm
_09668_,18.375µm
_10792_,18.375µm
_01460_,18.37µm
_06346_,18.37µm
_08652_,18.37µm
_11006_,18.37µm
_00641_,18.36µm
_01491_,18.36µm
_05667_,18.36µm
_08930_,18.36µm
_05953_,18.325µm
_10780_,18.32µm
_01053_,18.31µm
_04758_,18.31µm
u_LMS.count\[2\],18.31µm
_09070_,18.3µm
_03398_,18.29µm
u_FIR.sum\[3\]\[4\],18.28µm
_00926_,18.27µm
_06855_,18.27µm
_02185_,18.265µm
u_LMS.x_r\[2\]\[1\],18.265µm
_03557_,18.26µm
_04581_,18.26µm
_07079_,18.26µm
_08000_,18.26µm
u_FIR.sum\[0\]\[13\],18.26µm
_00731_,18.25µm
_01900_,18.24µm
_08085_,18.24µm
_10084_,18.24µm
_10244_,18.24µm
_08731_,18.225µm
_02228_,18.215µm
_07170_,18.215µm
_02405_,18.21µm
_10428_,18.2µm
u_LMS.x_r\[3\]\[1\],18.19µm
u_s2p_input.reg_sh\[5\],18.19µm
_07315_,18.18µm
_10241_,18.165µm
_04074_,18.16µm
_09383_,18.145µm
_09512_,18.145µm
net1659,18.13µm
_06399_,18.12µm
_08336_,18.12µm
_08450_,18.12µm
_07513_,18.105µm
_01466_,18.1µm
_01219_,18.095µm
_07258_,18.09µm
u_LMS.count\[6\],18.09µm
_06877_,18.08µm
_09991_,18.08µm
_04771_,18.075µm
_00735_,18.07µm
_04374_,18.06µm
_06831_,18.06µm
u_LMS.w\[3\]\[7\],18.06µm
_09812_,18.055µm
_11076_,18.03µm
_02024_,18.025µm
_05915_,18.025µm
net5,18.025µm
_05804_,18.02µm
_09648_,18.02µm
_00852_,18.01µm
_02864_,18.01µm
_03200_,18.01µm
_08823_,18.01µm
net2210,18.01µm
_08758_,18µm
_09360_,18µm
_10451_,17.98µm
_01821_,17.97µm
u_FIR.sum\[8\]\[15\],17.97µm
u_s2p_input.reg_sh\[2\],17.97µm
_03260_,17.96µm
_07456_,17.96µm
_08047_,17.95µm
_09454_,17.95µm
_01962_,17.94µm
_03714_,17.94µm
_09455_,17.94µm
_06313_,17.935µm
_02699_,17.925µm
_10748_,17.925µm
_03647_,17.915µm
_05717_,17.915µm
_03290_,17.91µm
_07376_,17.9µm
_09501_,17.9µm
_10490_,17.9µm
_02500_,17.89µm
_03202_,17.89µm
_08055_,17.89µm
_08769_,17.89µm
_11070_,17.89µm
_06269_,17.885µm
_05468_,17.88µm
_09800_,17.88µm
_07202_,17.875µm
_11099_,17.865µm
_02054_,17.85µm
_10984_,17.845µm
_03162_,17.82µm
_03341_,17.815µm
_01225_,17.79µm
_03854_,17.79µm
_07290_,17.79µm
u_FIR.sum\[6\]\[4\],17.79µm
_08035_,17.785µm
_01777_,17.78µm
_01432_,17.775µm
_00797_,17.77µm
_04307_,17.77µm
_07664_,17.77µm
_01536_,17.76µm
_07242_,17.755µm
_05854_,17.745µm
_09937_,17.74µm
_04934_,17.73µm
_00810_,17.71µm
_04901_,17.71µm
_09581_,17.71µm
_04324_,17.7µm
_07968_,17.7µm
u_LMS.w\[3\]\[2\],17.695µm
_05726_,17.685µm
_01244_,17.67µm
u_FIR.sum\[0\]\[2\],17.67µm
_01039_,17.65µm
_03890_,17.65µm
_09286_,17.65µm
_10323_,17.65µm
_11046_,17.65µm
_04732_,17.64µm
_04747_,17.64µm
_05117_,17.64µm
_08903_,17.64µm
_10736_,17.64µm
u_FIR.sum\[5\]\[5\],17.64µm
u_FIR.sum\[1\]\[5\],17.605µm
_11106_,17.6µm
u_FIR.sum\[7\]\[13\],17.6µm
_09981_,17.59µm
_05582_,17.58µm
_03656_,17.575µm
_09027_,17.575µm
_01815_,17.545µm
_10272_,17.54µm
_01210_,17.53µm
_02773_,17.53µm
_03053_,17.53µm
_05738_,17.53µm
_06491_,17.53µm
_07621_,17.53µm
_07954_,17.53µm
_08096_,17.53µm
_09096_,17.53µm
_11107_,17.525µm
_02164_,17.52µm
_06170_,17.52µm
_07500_,17.52µm
_09690_,17.52µm
_10767_,17.52µm
u_LMS.w\[6\]\[8\],17.52µm
_09434_,17.515µm
_05124_,17.505µm
_06488_,17.505µm
_03042_,17.485µm
_02763_,17.475µm
_03346_,17.47µm
_10065_,17.47µm
_05236_,17.46µm
_10510_,17.445µm
_06404_,17.43µm
_08177_,17.425µm
_00869_,17.42µm
_09020_,17.42µm
net2060,17.42µm
_05451_,17.41µm
_08475_,17.41µm
_09542_,17.41µm
_10431_,17.41µm
_08039_,17.4µm
_02603_,17.395µm
_05414_,17.395µm
_10256_,17.395µm
u_debug_unit.mon_w8_sync\[4\],17.38µm
_09009_,17.365µm
_02753_,17.35µm
_03581_,17.35µm
u_FIR.sum\[1\]\[6\],17.34µm
u_LMS.w\[2\]\[7\],17.31µm
u_LMS.w\[4\]\[7\],17.305µm
_02821_,17.3µm
_03583_,17.3µm
_09196_,17.3µm
_07893_,17.295µm
_01810_,17.29µm
_05907_,17.29µm
_08766_,17.29µm
_02915_,17.28µm
_04705_,17.28µm
_08851_,17.28µm
_01787_,17.255µm
_02417_,17.25µm
_01384_,17.23µm
_08155_,17.23µm
_09271_,17.23µm
_09312_,17.23µm
_02826_,17.22µm
_08756_,17.22µm
_02415_,17.215µm
_05458_,17.205µm
_08271_,17.205µm
_08309_,17.19µm
_09631_,17.19µm
_10042_,17.18µm
_01025_,17.17µm
_04678_,17.17µm
_08192_,17.17µm
_09758_,17.17µm
_09944_,17.17µm
sys_enable_bus\[6\],17.17µm
_06743_,17.16µm
_07420_,17.16µm
_08813_,17.155µm
_10672_,17.155µm
_05199_,17.14µm
_08748_,17.14µm
_10180_,17.13µm
_06124_,17.12µm
_06221_,17.12µm
_06912_,17.11µm
_10324_,17.11µm
_10805_,17.11µm
_10845_,17.1µm
_02082_,17.095µm
_06574_,17.095µm
_08418_,17.095µm
_04550_,17.07µm
_08668_,17.07µm
_01062_,17.065µm
_05734_,17.06µm
_06453_,17.06µm
_09001_,17.06µm
_01233_,17.05µm
_01380_,17.05µm
_03879_,17.05µm
_08148_,17.05µm
_08350_,17.05µm
_08808_,17.05µm
_10664_,17.05µm
_03891_,17.045µm
_10416_,17.045µm
_03916_,17.04µm
_07863_,17.04µm
_07949_,17.04µm
_06910_,17.035µm
_11011_,17.03µm
_08255_,17.025µm
_09285_,17.025µm
_09999_,17µm
_10497_,17µm
u_LMS.w\[7\]\[2\],17µm
_00746_,16.99µm
_03982_,16.99µm
_04117_,16.99µm
_05262_,16.98µm
_06873_,16.98µm
_08179_,16.98µm
_05038_,16.975µm
_05080_,16.975µm
_01799_,16.95µm
_02387_,16.95µm
u_FIR.sum\[6\]\[13\],16.95µm
_09607_,16.945µm
u_spi_slave.rd_toggle_q,16.945µm
_03006_,16.94µm
_03615_,16.94µm
_03940_,16.94µm
_10261_,16.94µm
_03835_,16.93µm
_04519_,16.93µm
_07909_,16.93µm
_10656_,16.93µm
_05329_,16.925µm
_01213_,16.92µm
_04354_,16.92µm
_05447_,16.92µm
_07183_,16.92µm
_09225_,16.92µm
_01637_,16.915µm
_06979_,16.88µm
_00751_,16.87µm
_03298_,16.87µm
_02248_,16.86µm
_10035_,16.845µm
_10415_,16.845µm
_04508_,16.83µm
_06920_,16.83µm
_07940_,16.83µm
_09889_,16.82µm
_00553_,16.81µm
_00770_,16.81µm
_03625_,16.81µm
_07150_,16.81µm
_07951_,16.81µm
_09342_,16.81µm
_03635_,16.8µm
_03649_,16.8µm
_07553_,16.8µm
_10888_,16.8µm
_10847_,16.775µm
_04127_,16.76µm
_02486_,16.755µm
_08830_,16.755µm
_00426_,16.75µm
_08225_,16.74µm
_11166_,16.735µm
_07964_,16.705µm
_10439_,16.705µm
_07611_,16.7µm
_10993_,16.695µm
_02550_,16.69µm
_05617_,16.69µm
debug_load_bus\[0\],16.69µm
u_FIR.x\[1\],16.69µm
_06519_,16.68µm
_07352_,16.675µm
_09216_,16.675µm
_05015_,16.67µm
_01840_,16.66µm
_06317_,16.66µm
_10514_,16.66µm
_06009_,16.65µm
_08637_,16.64µm
_00803_,16.63µm
_05716_,16.63µm
_06791_,16.63µm
_08665_,16.63µm
_10232_,16.63µm
_03643_,16.62µm
_05879_,16.62µm
_09955_,16.62µm
u_FIR.sum\[0\]\[0\],16.595µm
_04049_,16.59µm
_08419_,16.59µm
_00749_,16.58µm
_09398_,16.58µm
_10579_,16.58µm
u_debug_unit.force_w8\[7\],16.58µm
_01991_,16.57µm
_02756_,16.57µm
_04711_,16.57µm
_05563_,16.57µm
_11138_,16.57µm
u_FIR.sum\[0\]\[11\],16.57µm
u_FIR.sum\[8\]\[5\],16.57µm
_01355_,16.56µm
_01951_,16.56µm
_02522_,16.56µm
_05456_,16.56µm
_07292_,16.56µm
_07443_,16.56µm
_09468_,16.56µm
_09782_,16.56µm
_02626_,16.54µm
_07424_,16.53µm
net342,16.53µm
_03592_,16.525µm
_03726_,16.525µm
_05776_,16.52µm
_06288_,16.52µm
u_LMS.count\[12\],16.52µm
_09535_,16.51µm
_00831_,16.505µm
_08033_,16.505µm
_04406_,16.5µm
_04546_,16.5µm
_05464_,16.5µm
_08126_,16.5µm
_08471_,16.495µm
_09295_,16.495µm
net798,16.475µm
_10118_,16.47µm
_10614_,16.47µm
_03761_,16.46µm
_01516_,16.45µm
_04676_,16.45µm
_08896_,16.45µm
_09637_,16.45µm
u_FIR.sum\[3\]\[5\],16.45µm
_03895_,16.44µm
_04020_,16.44µm
_06652_,16.44µm
_07989_,16.42µm
_02436_,16.415µm
_09524_,16.41µm
u_LMS.w\[2\]\[3\],16.41µm
_02758_,16.4µm
_04380_,16.4µm
_04785_,16.395µm
_09356_,16.39µm
_02823_,16.38µm
_09005_,16.38µm
_10182_,16.38µm
u_FIR.x_reg\[0\],16.38µm
_01404_,16.365µm
_02004_,16.365µm
_11008_,16.365µm
_05297_,16.36µm
_04183_,16.355µm
_01345_,16.35µm
_04624_,16.35µm
_03142_,16.34µm
_07520_,16.34µm
_11189_,16.34µm
_02351_,16.33µm
_04449_,16.33µm
_01212_,16.32µm
_06916_,16.32µm
_07018_,16.32µm
_01057_,16.31µm
_02840_,16.3µm
_05261_,16.28µm
_06773_,16.275µm
_03868_,16.27µm
_10566_,16.27µm
_01260_,16.26µm
_02207_,16.26µm
_06558_,16.26µm
_08447_,16.26µm
_00891_,16.255µm
_04450_,16.255µm
_06153_,16.22µm
_08483_,16.22µm
u_spi_slave.tx_shift\[13\],16.22µm
u_spi_slave.rx_shift\[13\],16.215µm
_02647_,16.21µm
_02697_,16.21µm
_03383_,16.21µm
_06897_,16.21µm
_07724_,16.21µm
_10828_,16.21µm
_06785_,16.2µm
_08317_,16.2µm
_10622_,16.2µm
_03632_,16.195µm
_05445_,16.195µm
_10972_,16.195µm
_08092_,16.175µm
