net,length_um
_01767_,25.11µm
_11122_,25.105µm
_06242_,25.1µm
_10433_,25.09µm
u_FIR.sum\[1\]\[10\],25.09µm
_10657_,25.08µm
_03632_,25.05µm
_06090_,25.04µm
_04946_,25.03µm
_02174_,24.97µm
_03537_,24.97µm
_03552_,24.96µm
_03722_,24.96µm
_04333_,24.96µm
_07540_,24.96µm
_07005_,24.935µm
_06755_,24.91µm
_10165_,24.91µm
u_spi_slave.rx_shift\[8\],24.91µm
u_FIR.sum\[2\]\[4\],24.87µm
spi_mosi,24.86µm
_02791_,24.85µm
_09697_,24.85µm
sys_enable_bus\[2\],24.85µm
_10931_,24.835µm
u_LMS.w\[6\]\[5\],24.835µm
_05950_,24.825µm
_09074_,24.805µm
_06431_,24.8µm
_03433_,24.79µm
_04425_,24.79µm
_05556_,24.79µm
net1760,24.78µm
_04550_,24.775µm
_05370_,24.775µm
_07477_,24.765µm
_01782_,24.76µm
_04260_,24.75µm
_02373_,24.74µm
_02833_,24.74µm
_09535_,24.735µm
_03649_,24.73µm
_03930_,24.73µm
_04413_,24.725µm
_05227_,24.72µm
_06764_,24.705µm
_05816_,24.69µm
_07125_,24.68µm
_09291_,24.68µm
_04750_,24.67µm
_01561_,24.665µm
_02505_,24.66µm
_05639_,24.66µm
_05791_,24.645µm
_08878_,24.63µm
u_LMS.count\[9\],24.63µm
_02717_,24.625µm
_08332_,24.62µm
_06312_,24.61µm
_03171_,24.595µm
_06381_,24.595µm
_03886_,24.585µm
_05015_,24.555µm
u_debug_unit.mon_w4_sync\[6\],24.55µm
_04810_,24.54µm
_05507_,24.54µm
_07178_,24.54µm
_02718_,24.525µm
_06321_,24.505µm
_08483_,24.505µm
_01042_,24.5µm
_06768_,24.5µm
_07286_,24.5µm
_09631_,24.5µm
_04996_,24.49µm
_10634_,24.49µm
_10466_,24.45µm
_04931_,24.445µm
u_LMS.count\[27\],24.43µm
_01329_,24.37µm
_04302_,24.37µm
_08516_,24.37µm
_11155_,24.37µm
_00833_,24.33µm
_02091_,24.32µm
_09194_,24.32µm
net1654,24.32µm
_04966_,24.31µm
_05403_,24.31µm
_04462_,24.3µm
_01654_,24.26µm
_07553_,24.26µm
_10072_,24.26µm
_10819_,24.26µm
_09686_,24.25µm
_06257_,24.24µm
u_debug_unit.mon_w4_sync\[4\],24.24µm
_04888_,24.235µm
_08763_,24.215µm
_04360_,24.2µm
_01054_,24.18µm
_04606_,24.15µm
net1769,24.15µm
_05201_,24.14µm
_05458_,24.14µm
_05688_,24.14µm
u_debug_unit.force_w7\[7\],24.14µm
_00926_,24.13µm
_01019_,24.13µm
_01763_,24.13µm
_04404_,24.13µm
sys_enable_bus\[4\],24.13µm
_03823_,24.12µm
_05212_,24.12µm
_04840_,24.08µm
_06714_,24.05µm
_07015_,24.045µm
_11129_,24.03µm
_02195_,24.02µm
_10730_,24.02µm
u_FIR.sum\[5\]\[3\],24.02µm
spi_ss_n,24.02µm
_09524_,24.01µm
_10774_,24.01µm
_01327_,24µm
_04598_,24µm
_08844_,24µm
_03317_,23.995µm
_06056_,23.97µm
_08491_,23.965µm
_11191_,23.96µm
_08615_,23.95µm
_08628_,23.95µm
net2204,23.94µm
_05001_,23.925µm
_08507_,23.925µm
_06187_,23.905µm
_01390_,23.9µm
_00915_,23.89µm
_01039_,23.89µm
_05043_,23.89µm
_06377_,23.89µm
_06797_,23.89µm
u_debug_unit.mon_w5_sync\[0\],23.89µm
_01294_,23.87µm
u_LMS.w\[6\]\[11\],23.85µm
_04689_,23.845µm
_10984_,23.84µm
_07147_,23.83µm
_04982_,23.82µm
_03819_,23.79µm
_05872_,23.79µm
_03024_,23.775µm
_01941_,23.77µm
_04527_,23.77µm
u_debug_unit.mon_w1_sync\[1\],23.77µm
net1849,23.77µm
_08637_,23.765µm
_08826_,23.765µm
_03942_,23.76µm
_05656_,23.76µm
_05941_,23.76µm
_08767_,23.76µm
_08794_,23.76µm
_06978_,23.755µm
_10771_,23.755µm
net2077,23.745µm
_07376_,23.72µm
_10550_,23.705µm
_05565_,23.695µm
_04075_,23.67µm
_11196_,23.67µm
_02651_,23.66µm
_06388_,23.66µm
_08651_,23.66µm
u_debug_unit.mon_w8_sync\[5\],23.66µm
_04020_,23.65µm
_04380_,23.65µm
_07482_,23.65µm
_08441_,23.65µm
_09417_,23.65µm
u_debug_unit.mon_w8_sync\[6\],23.65µm
_01999_,23.64µm
_08432_,23.64µm
_03309_,23.625µm
_07604_,23.605µm
_02006_,23.6µm
_03287_,23.6µm
net2321,23.6µm
_04259_,23.59µm
_08951_,23.59µm
_04975_,23.58µm
net1866,23.58µm
_09048_,23.575µm
_08140_,23.565µm
_04773_,23.555µm
_10990_,23.555µm
_04025_,23.55µm
_09190_,23.535µm
_01741_,23.53µm
_07019_,23.53µm
_09648_,23.53µm
_10009_,23.53µm
_10170_,23.53µm
_06451_,23.505µm
_06573_,23.505µm
_09819_,23.48µm
u_LMS.w\[6\]\[9\],23.48µm
_09366_,23.475µm
_00883_,23.47µm
_10251_,23.47µm
_07016_,23.46µm
_08123_,23.455µm
_07182_,23.445µm
u_LMS.count\[18\],23.445µm
u_FIR.sum\[7\]\[3\],23.425µm
_10191_,23.42µm
_11181_,23.42µm
_11166_,23.41µm
u_LMS.x_r\[7\]\[3\],23.41µm
_05250_,23.405µm
_04249_,23.4µm
_07952_,23.375µm
_05528_,23.37µm
_09646_,23.35µm
u_LMS.x_r\[2\]\[1\],23.35µm
_04465_,23.34µm
_03564_,23.335µm
_10706_,23.335µm
_04655_,23.325µm
_02436_,23.31µm
_08520_,23.31µm
_09931_,23.3µm
net1795,23.3µm
_00667_,23.29µm
_02621_,23.29µm
_03868_,23.29µm
_03161_,23.24µm
_05829_,23.24µm
_04251_,23.22µm
_05024_,23.22µm
_06919_,23.22µm
_01053_,23.215µm
_05495_,23.195µm
_06896_,23.19µm
net1678,23.185µm
_00903_,23.18µm
_02649_,23.18µm
_07474_,23.18µm
_09009_,23.17µm
_10368_,23.17µm
_10534_,23.17µm
_01489_,23.165µm
_00081_,23.16µm
_10239_,23.16µm
u_LMS.count\[28\],23.16µm
_04631_,23.155µm
_09024_,23.15µm
_02570_,23.115µm
_08730_,23.115µm
_11105_,23.11µm
_10149_,23.105µm
_02133_,23.075µm
_09653_,23.06µm
u_spi_slave.rd_toggle_q,23.06µm
_02225_,23.05µm
_03663_,23.05µm
_08058_,23.035µm
_10777_,23.035µm
u_LMS.count\[29\],23.025µm
_05967_,23.005µm
coeff_force_packed\[3\],23.005µm
_10468_,23µm
_09282_,22.99µm
u_LMS.x_r\[5\]\[3\],22.99µm
_00856_,22.98µm
_04933_,22.98µm
_05897_,22.98µm
_09494_,22.98µm
_02115_,22.975µm
_09249_,22.95µm
_10737_,22.95µm
_02729_,22.945µm
net1791,22.94µm
_04737_,22.93µm
u_debug_unit.sw_reset\[2\],22.93µm
_00946_,22.92µm
_05732_,22.92µm
_08020_,22.92µm
_03594_,22.9µm
_05389_,22.89µm
_06502_,22.88µm
_09822_,22.88µm
sys_enable_bus\[7\],22.87µm
_04366_,22.86µm
_07603_,22.86µm
_09567_,22.86µm
_05954_,22.855µm
_04608_,22.845µm
_07861_,22.845µm
x_serial,22.84µm
_05837_,22.82µm
_00346_,22.81µm
_02866_,22.81µm
_07747_,22.81µm
_09100_,22.81µm
_10867_,22.81µm
_06640_,22.8µm
_07845_,22.8µm
_00438_,22.795µm
_07571_,22.795µm
_09490_,22.795µm
_01528_,22.76µm
_10713_,22.75µm
_02242_,22.74µm
_03587_,22.74µm
_05414_,22.74µm
_07734_,22.74µm
_03285_,22.735µm
_06643_,22.7µm
_00201_,22.695µm
_02172_,22.69µm
_06534_,22.69µm
_07403_,22.69µm
_10650_,22.69µm
_10223_,22.685µm
_08088_,22.68µm
_10519_,22.68µm
u_LMS.w\[5\]\[4\],22.675µm
_02390_,22.67µm
_06757_,22.665µm
u_FIR.sum\[8\]\[5\],22.665µm
_08649_,22.645µm
_02114_,22.64µm
_03966_,22.64µm
_08369_,22.64µm
u_FIR.sum\[1\]\[1\],22.64µm
_01432_,22.63µm
_07611_,22.63µm
_07949_,22.63µm
_09018_,22.63µm
_08396_,22.625µm
_02802_,22.62µm
_09634_,22.62µm
_07894_,22.595µm
_03029_,22.59µm
_10538_,22.585µm
_05293_,22.58µm
_02817_,22.57µm
_09207_,22.57µm
u_FIR.w\[4\]\[5\],22.57µm
_08147_,22.56µm
_10720_,22.56µm
_00884_,22.52µm
_01868_,22.51µm
_00368_,22.5µm
_01882_,22.5µm
_05298_,22.5µm
u_LMS.count\[11\],22.495µm
_10804_,22.475µm
u_LMS.w\[8\]\[7\],22.46µm
_09492_,22.455µm
_02958_,22.45µm
_06435_,22.45µm
_07687_,22.45µm
_09576_,22.45µm
debug_load_bus\[1\],22.45µm
u_FIR.sum\[8\]\[6\],22.45µm
_09257_,22.44µm
_00559_,22.435µm
_01335_,22.435µm
_05715_,22.425µm
_05379_,22.415µm
_05185_,22.41µm
u_FIR.i_enable,22.39µm
_04084_,22.385µm
_01070_,22.38µm
_01402_,22.38µm
_08741_,22.38µm
_09557_,22.38µm
_09089_,22.375µm
_03289_,22.35µm
_01606_,22.345µm
_06806_,22.345µm
_06121_,22.34µm
reset,22.34µm
_10695_,22.33µm
_05763_,22.32µm
_09221_,22.32µm
_05321_,22.29µm
_01022_,22.28µm
_01235_,22.28µm
net1782,22.28µm
_01268_,22.275µm
_02652_,22.26µm
_03411_,22.255µm
_05513_,22.255µm
_11127_,22.23µm
_02394_,22.22µm
_04002_,22.22µm
_08638_,22.22µm
net1683,22.22µm
_01650_,22.21µm
_04522_,22.21µm
_05342_,22.21µm
_05853_,22.21µm
_09351_,22.21µm
u_LMS.w\[7\]\[4\],22.21µm
_04629_,22.2µm
_02837_,22.195µm
_07124_,22.17µm
_10085_,22.17µm
_11186_,22.17µm
_02677_,22.16µm
_04859_,22.16µm
_07055_,22.15µm
_08968_,22.15µm
_03685_,22.14µm
u_debug_unit.mon_w4_sync\[3\],22.105µm
u_debug_unit.mon_w8_sync\[3\],22.105µm
_04138_,22.1µm
_04406_,22.1µm
_04051_,22.09µm
_05118_,22.09µm
_06199_,22.09µm
u_LMS.w\[1\]\[7\],22.09µm
net2225,22.08µm
_04896_,22.05µm
_05005_,22.05µm
_07406_,22.05µm
_10128_,22.05µm
_06238_,22.04µm
_05055_,22.035µm
_09033_,22.03µm
_01648_,22.02µm
_05704_,21.99µm
_02198_,21.985µm
_06442_,21.985µm
_10783_,21.985µm
_07722_,21.97µm
_09444_,21.97µm
_03330_,21.96µm
_01679_,21.955µm
_07146_,21.955µm
_03890_,21.94µm
_10576_,21.94µm
_10994_,21.94µm
_06745_,21.935µm
_01976_,21.93µm
_05743_,21.93µm
_07453_,21.92µm
_10452_,21.92µm
_00140_,21.91µm
net2022,21.91µm
_04030_,21.895µm
_08098_,21.895µm
_06594_,21.87µm
_03335_,21.865µm
_00385_,21.86µm
_00459_,21.86µm
_00762_,21.86µm
_05911_,21.86µm
_08808_,21.85µm
_11110_,21.85µm
_03522_,21.79µm
_06939_,21.79µm
_04920_,21.76µm
_02233_,21.75µm
_10983_,21.75µm
_02724_,21.74µm
_08853_,21.74µm
_10129_,21.74µm
_11033_,21.74µm
_00919_,21.73µm
_02446_,21.73µm
_03907_,21.73µm
_04314_,21.73µm
_07940_,21.73µm
_08047_,21.73µm
_09360_,21.73µm
_10214_,21.73µm
_11189_,21.73µm
_01573_,21.725µm
_07762_,21.725µm
_01542_,21.72µm
_08711_,21.72µm
_08738_,21.72µm
_05082_,21.715µm
_07518_,21.715µm
_02475_,21.69µm
sys_enable_bus\[5\],21.69µm
_03903_,21.68µm
_08869_,21.67µm
net1819,21.67µm
_11174_,21.665µm
_04061_,21.66µm
_10155_,21.66µm
_01242_,21.625µm
_06313_,21.62µm
_04130_,21.61µm
_08293_,21.61µm
_10690_,21.61µm
_08283_,21.6µm
_06947_,21.56µm
_02271_,21.55µm
_04281_,21.55µm
_08464_,21.55µm
_03049_,21.54µm
_05038_,21.54µm
_04766_,21.535µm
_10144_,21.535µm
net2133,21.53µm
u_s2p_input.reg_sh\[6\],21.525µm
_06724_,21.51µm
_09781_,21.51µm
_10395_,21.51µm
_05958_,21.5µm
_08030_,21.5µm
_09271_,21.5µm
_09619_,21.5µm
_03557_,21.49µm
_04456_,21.485µm
_09222_,21.48µm
_10151_,21.48µm
_10546_,21.48µm
_01062_,21.475µm
_10035_,21.475µm
_05867_,21.465µm
_04533_,21.44µm
u_LMS.w\[4\]\[7\],21.44µm
_00851_,21.42µm
_06722_,21.42µm
_07086_,21.42µm
_01034_,21.415µm
_09440_,21.41µm
_00374_,21.405µm
_02596_,21.405µm
_07821_,21.405µm
_10732_,21.385µm
_02363_,21.38µm
_06841_,21.38µm
_09081_,21.38µm
_09651_,21.38µm
_05683_,21.37µm
_07724_,21.37µm
_09672_,21.37µm
_03423_,21.365µm
_05070_,21.365µm
_09684_,21.36µm
_10780_,21.355µm
_09585_,21.345µm
_04009_,21.32µm
_02129_,21.31µm
_04624_,21.31µm
_04962_,21.31µm
_07142_,21.31µm
net1767,21.31µm
_04436_,21.305µm
_07033_,21.3µm
_01516_,21.295µm
_05981_,21.28µm
_04133_,21.27µm
u_LMS.w\[8\]\[2\],21.265µm
_01655_,21.26µm
_03419_,21.26µm
_08350_,21.26µm
_10526_,21.26µm
net1658,21.26µm
_06076_,21.25µm
_06434_,21.25µm
u_FIR.sum\[5\]\[2\],21.25µm
net1832,21.25µm
_04284_,21.24µm
_08174_,21.235µm
_10241_,21.23µm
net1741,21.225µm
_02552_,21.2µm
_02672_,21.2µm
_04351_,21.2µm
_07129_,21.2µm
_06408_,21.19µm
_08115_,21.18µm
u_LMS.w\[1\]\[11\],21.165µm
_08453_,21.145µm
_09215_,21.145µm
_09889_,21.145µm
_08168_,21.14µm
_09408_,21.14µm
u_FIR.sum\[2\]\[1\],21.14µm
_01317_,21.13µm
_01675_,21.13µm
_03579_,21.13µm
_09116_,21.13µm
_01422_,21.12µm
_08975_,21.12µm
_10079_,21.12µm
_10208_,21.12µm
_10412_,21.12µm
u_LMS.w\[5\]\[2\],21.12µm
_04242_,21.11µm
_02715_,21.09µm
_09787_,21.085µm
_01255_,21.07µm
_08177_,21.07µm
u_debug_unit.mon_w0_sync\[0\],21.07µm
net1765,21.07µm
net1844,21.07µm
_00287_,21.06µm
_03586_,21.06µm
u_FIR.sum\[1\]\[3\],21.06µm
net2189,21.06µm
_03342_,21.055µm
_01858_,21.04µm
_08768_,21.035µm
_00940_,21.03µm
_04745_,21.03µm
_07445_,21.03µm
_10105_,21.03µm
_01761_,21.02µm
_06597_,21.02µm
_10736_,21.02µm
_00436_,21.01µm
_00458_,21.01µm
_02080_,21.01µm
_03982_,21.01µm
_05722_,21.01µm
_09972_,21.01µm
_11076_,21.01µm
_01771_,21µm
_09078_,21µm
_09114_,21µm
_08610_,20.965µm
_01446_,20.96µm
_05871_,20.955µm
_05485_,20.95µm
_06999_,20.95µm
_10540_,20.95µm
_11041_,20.95µm
u_LMS.count\[24\],20.95µm
u_LMS.w\[2\]\[5\],20.95µm
net2338,20.95µm
_08450_,20.94µm
_08960_,20.94µm
u_s2p_input.reg_sh\[1\],20.935µm
_09110_,20.925µm
_01260_,20.915µm
_06927_,20.915µm
net1686,20.915µm
_04711_,20.9µm
_08203_,20.9µm
_02260_,20.89µm
_05388_,20.89µm
_08536_,20.89µm
_09696_,20.89µm
u_spi_slave.rx_shift\[0\],20.89µm
_06560_,20.885µm
_06283_,20.88µm
_09521_,20.88µm
_04407_,20.85µm
u_LMS.count\[8\],20.845µm
_07348_,20.835µm
_05111_,20.83µm
_05288_,20.83µm
_07428_,20.82µm
_08430_,20.82µm
_09065_,20.82µm
_05260_,20.815µm
_04364_,20.81µm
_01818_,20.795µm
_03666_,20.785µm
_01225_,20.78µm
_06950_,20.78µm
_09861_,20.78µm
_04467_,20.77µm
_08849_,20.77µm
_09529_,20.77µm
_09884_,20.77µm
u_FIR.sum\[1\]\[0\],20.77µm
_11011_,20.75µm
_03836_,20.735µm
_03758_,20.725µm
_04230_,20.72µm
_00781_,20.71µm
_09407_,20.71µm
_09868_,20.71µm
_05350_,20.7µm
_10844_,20.7µm
_04402_,20.695µm
_01425_,20.685µm
_03493_,20.685µm
_01670_,20.68µm
_06778_,20.67µm
net2075,20.67µm
_06404_,20.665µm
_06900_,20.665µm
_07672_,20.66µm
_10110_,20.66µm
_03185_,20.65µm
_04091_,20.65µm
_05265_,20.65µm
_08295_,20.6µm
_09196_,20.6µm
_00855_,20.59µm
_06302_,20.565µm
_10956_,20.55µm
_05048_,20.545µm
_09281_,20.545µm
_04092_,20.54µm
_03913_,20.535µm
_02516_,20.52µm
_05904_,20.52µm
_06429_,20.52µm
_08810_,20.52µm
_10161_,20.515µm
u_LMS.w\[2\]\[9\],20.51µm
_06448_,20.5µm
_08474_,20.5µm
_10839_,20.5µm
u_debug_unit.mon_w1_sync\[2\],20.5µm
u_LMS.w\[7\]\[7\],20.485µm
_05444_,20.48µm
_00528_,20.47µm
_04520_,20.47µm
_06706_,20.47µm
_00890_,20.46µm
_05144_,20.46µm
_07223_,20.46µm
_10738_,20.46µm
u_FIR.sum\[2\]\[17\],20.46µm
_02087_,20.445µm
_09673_,20.445µm
_10596_,20.435µm
_05445_,20.42µm
_00383_,20.41µm
_00390_,20.41µm
_00803_,20.41µm
_02054_,20.41µm
_03646_,20.41µm
_04369_,20.41µm
_05077_,20.41µm
_07631_,20.41µm
_07718_,20.41µm
_07804_,20.41µm
_09610_,20.41µm
_10641_,20.41µm
_03172_,20.4µm
_04873_,20.4µm
_07667_,20.4µm
_05447_,20.395µm
_08401_,20.395µm
u_LMS.w\[7\]\[9\],20.385µm
_03415_,20.36µm
_06446_,20.36µm
_06788_,20.36µm
_09534_,20.36µm
coeff_force_packed\[26\],20.36µm
_07115_,20.35µm
_04485_,20.345µm
_06083_,20.34µm
_09793_,20.34µm
_01045_,20.335µm
_03910_,20.335µm
u_LMS.count\[13\],20.335µm
_01491_,20.305µm
_05353_,20.305µm
_06804_,20.305µm
_05760_,20.3µm
_07584_,20.3µm
u_FIR.sum\[0\]\[13\],20.295µm
_01982_,20.29µm
_02001_,20.29µm
_05947_,20.29µm
_08309_,20.29µm
_09502_,20.29µm
_00824_,20.28µm
_01084_,20.28µm
_08506_,20.28µm
_09563_,20.28µm
_07665_,20.265µm
_08092_,20.25µm
_00480_,20.23µm
_00782_,20.23µm
_03488_,20.23µm
_11164_,20.23µm
_01862_,20.225µm
_04599_,20.22µm
_04703_,20.22µm
_04441_,20.215µm
_04969_,20.2µm
_01656_,20.195µm
_06971_,20.19µm
_07538_,20.185µm
_11089_,20.185µm
_03940_,20.18µm
_08050_,20.18µm
u_LMS.w\[0\]\[4\],20.18µm
_01257_,20.175µm
_02482_,20.17µm
_06182_,20.17µm
_08912_,20.165µm
_10038_,20.16µm
_03053_,20.155µm
_04559_,20.155µm
_01967_,20.145µm
u_FIR.sum\[6\]\[4\],20.12µm
_05844_,20.1µm
net1713,20.1µm
_01630_,20.095µm
u_debug_unit.mon_w7_sync\[4\],20.095µm
_07252_,20.085µm
u_FIR.sum\[5\]\[4\],20.07µm
_03751_,20.065µm
_10639_,20.06µm
u_FIR.sum\[3\]\[5\],20.06µm
_04500_,20.05µm
_05335_,20.05µm
_06414_,20.05µm
_06866_,20.05µm
_00936_,20.04µm
_01914_,20.04µm
_04678_,20.04µm
_04885_,20.04µm
_06873_,20.04µm
_07341_,20.04µm
_07554_,20.04µm
_02450_,20.035µm
_05817_,20.035µm
_06135_,20.03µm
net1771,20.005µm
_02835_,20µm
_03693_,19.99µm
_05408_,19.99µm
_07490_,19.99µm
_08286_,19.99µm
_08630_,19.99µm
net2312,19.99µm
_01408_,19.985µm
_00529_,19.98µm
_05465_,19.98µm
_02069_,19.975µm
_02955_,19.975µm
_06665_,19.975µm
_02828_,19.955µm
_01459_,19.95µm
_02185_,19.95µm
_07598_,19.945µm
_02478_,19.94µm
_03316_,19.94µm
_04278_,19.94µm
_10622_,19.94µm
u_LMS.x_r\[6\]\[0\],19.94µm
_00274_,19.93µm
_03615_,19.93µm
_03768_,19.93µm
_06773_,19.93µm
_07292_,19.93µm
_07308_,19.93µm
_09622_,19.93µm
_01453_,19.92µm
_10369_,19.92µm
_05969_,19.915µm
_06668_,19.915µm
_01196_,19.89µm
_05062_,19.89µm
_05491_,19.88µm
_07659_,19.88µm
_08749_,19.88µm
_08716_,19.875µm
_10709_,19.875µm
_05352_,19.87µm
_05396_,19.87µm
_07610_,19.87µm
_09929_,19.87µm
_10416_,19.865µm
_08268_,19.855µm
_10798_,19.855µm
_04833_,19.85µm
_09506_,19.835µm
_01651_,19.83µm
_05215_,19.825µm
_05800_,19.82µm
_08034_,19.82µm
_08465_,19.82µm
_09538_,19.82µm
_09949_,19.82µm
_01793_,19.81µm
_02092_,19.81µm
_06207_,19.81µm
_11036_,19.81µm
_02204_,19.8µm
_08662_,19.8µm
_05498_,19.785µm
_06454_,19.785µm
net2201,19.785µm
_05521_,19.78µm
_00121_,19.75µm
_04209_,19.75µm
_06550_,19.75µm
_02161_,19.74µm
_07210_,19.735µm
net1696,19.73µm
_05031_,19.71µm
_05785_,19.71µm
_06880_,19.71µm
_05052_,19.705µm
_03635_,19.7µm
_06904_,19.7µm
_08214_,19.7µm
_01261_,19.69µm
_03164_,19.69µm
_04320_,19.69µm
_05847_,19.69µm
_06410_,19.69µm
_07549_,19.69µm
_07807_,19.69µm
_07863_,19.69µm
_08444_,19.69µm
_08772_,19.69µm
_04153_,19.68µm
_07595_,19.68µm
_10114_,19.68µm
net2059,19.68µm
_05906_,19.675µm
_06320_,19.675µm
net1802,19.675µm
_03072_,19.665µm
_05825_,19.655µm
_06309_,19.65µm
_00479_,19.63µm
_07225_,19.63µm
_09695_,19.63µm
_01237_,19.62µm
_04505_,19.615µm
_02726_,19.6µm
_08163_,19.595µm
_02044_,19.59µm
_07726_,19.585µm
_05041_,19.58µm
_06412_,19.58µm
_06945_,19.58µm
_01514_,19.57µm
_06122_,19.57µm
_07053_,19.57µm
_10106_,19.57µm
_02213_,19.56µm
_05802_,19.56µm
_06153_,19.56µm
_06240_,19.56µm
_06705_,19.56µm
_08903_,19.56µm
_03350_,19.555µm
net2195,19.555µm
_04266_,19.545µm
_06116_,19.545µm
_03733_,19.535µm
_07111_,19.52µm
_00572_,19.51µm
_02302_,19.51µm
_04671_,19.51µm
_05434_,19.51µm
_04942_,19.5µm
_09308_,19.495µm
_02659_,19.47µm
_02066_,19.46µm
_02959_,19.46µm
_05317_,19.46µm
u_LMS.x_r\[4\]\[7\],19.46µm
u_LMS.x_r\[7\]\[5\],19.46µm
_06465_,19.455µm
_08033_,19.455µm
_02272_,19.45µm
_02509_,19.45µm
_04696_,19.45µm
_05008_,19.45µm
_05354_,19.45µm
_05428_,19.45µm
_08065_,19.45µm
_10232_,19.45µm
net2144,19.445µm
_04627_,19.44µm
_05253_,19.44µm
_06010_,19.44µm
_07108_,19.44µm
_07290_,19.44µm
_09319_,19.44µm
_01436_,19.435µm
_10198_,19.41µm
_04923_,19.405µm
_01383_,19.4µm
_06192_,19.4µm
_07291_,19.4µm
_10062_,19.39µm
_07163_,19.38µm
_07646_,19.38µm
_10686_,19.38µm
u_FIR.sum\[2\]\[18\],19.38µm
_07767_,19.37µm
_07912_,19.355µm
_02178_,19.35µm
_04377_,19.35µm
_05553_,19.35µm
_06269_,19.35µm
_07194_,19.35µm
_07569_,19.345µm
_10465_,19.345µm
_02733_,19.34µm
_08695_,19.34µm
_10255_,19.34µm
u_LMS.w\[8\]\[10\],19.34µm
_00829_,19.33µm
_01887_,19.33µm
_02708_,19.33µm
_06629_,19.33µm
_08512_,19.33µm
_09403_,19.33µm
_03310_,19.32µm
_04763_,19.32µm
_05448_,19.32µm
_07711_,19.32µm
_08093_,19.32µm
_08677_,19.32µm
_10288_,19.32µm
_03319_,19.315µm
_08366_,19.315µm
net1721,19.305µm
_05591_,19.29µm
_07675_,19.29µm
_01827_,19.28µm
_06969_,19.28µm
_08486_,19.27µm
_09266_,19.27µm
_11020_,19.27µm
_07545_,19.26µm
_07666_,19.26µm
_08484_,19.26µm
_10619_,19.255µm
_05978_,19.235µm
_09849_,19.235µm
_07354_,19.23µm
_09332_,19.23µm
_09191_,19.225µm
_00956_,19.22µm
_03390_,19.22µm
_08049_,19.22µm
_04019_,19.21µm
_06245_,19.21µm
_07023_,19.21µm
_07664_,19.21µm
u_LMS.x_r\[2\]\[2\],19.21µm
_00964_,19.2µm
net1864,19.2µm
_03896_,19.185µm
_01347_,19.165µm
_04991_,19.165µm
_10727_,19.16µm
_00540_,19.15µm
_02905_,19.15µm
_03102_,19.15µm
_04172_,19.15µm
_07699_,19.15µm
_09278_,19.15µm
_04850_,19.14µm
_05199_,19.14µm
_09015_,19.135µm
_06401_,19.105µm
_08587_,19.1µm
_08806_,19.1µm
_02587_,19.09µm
_04093_,19.09µm
_04096_,19.09µm
_06979_,19.09µm
_00021_,19.08µm
_04000_,19.08µm
_04760_,19.08µm
_05466_,19.08µm
_08851_,19.08µm
_10795_,19.075µm
_02056_,19.065µm
_10246_,19.065µm
_01889_,19.04µm
_00347_,19.03µm
_02400_,19.03µm
_03777_,19.03µm
_04212_,19.03µm
_08905_,19.03µm
_07422_,19.025µm
_02773_,19.02µm
_04057_,19.02µm
_09666_,19.02µm
u_FIR.sum\[4\]\[11\],19.02µm
_02009_,19.015µm
_03337_,19.015µm
_06684_,19µm
_06484_,18.985µm
_00177_,18.98µm
_01050_,18.98µm
_05182_,18.98µm
_08152_,18.98µm
_02374_,18.97µm
_03622_,18.97µm
_04208_,18.97µm
_04523_,18.97µm
_05633_,18.97µm
_06532_,18.97µm
_08335_,18.965µm
_05313_,18.96µm
_07621_,18.96µm
_01799_,18.955µm
_05214_,18.955µm
_04791_,18.945µm
_10425_,18.93µm
_04363_,18.92µm
_06219_,18.92µm
_00644_,18.915µm
_01844_,18.91µm
_06552_,18.91µm
_07367_,18.91µm
_09785_,18.91µm
_01151_,18.9µm
_09975_,18.9µm
_07056_,18.895µm
_10523_,18.875µm
net2056,18.87µm
_08024_,18.865µm
u_LMS.w\[2\]\[6\],18.865µm
_02116_,18.86µm
_02445_,18.86µm
_03893_,18.86µm
_07396_,18.86µm
_08867_,18.86µm
_08908_,18.86µm
_11115_,18.86µm
u_LMS.count\[30\],18.86µm
_01444_,18.85µm
_02192_,18.85µm
_05153_,18.85µm
_08790_,18.84µm
u_FIR.sum\[5\]\[6\],18.84µm
u_debug_unit.force_w3\[7\],18.82µm
_04637_,18.805µm
_04555_,18.8µm
_06800_,18.8µm
_09337_,18.8µm
_11128_,18.8µm
debug_load_bus\[4\],18.8µm
u_FIR.sum\[0\]\[0\],18.8µm
_05692_,18.79µm
_07334_,18.79µm
net1701,18.79µm
_02702_,18.78µm
_11139_,18.78µm
_02697_,18.755µm
_06020_,18.75µm
_11031_,18.75µm
_02563_,18.745µm
_04741_,18.745µm
_05441_,18.74µm
_07931_,18.74µm
_10792_,18.74µm
_10834_,18.74µm
_10843_,18.74µm
_01064_,18.73µm
_02908_,18.73µm
_03129_,18.73µm
_03593_,18.73µm
_05560_,18.73µm
u_LMS.x_r\[5\]\[6\],18.73µm
net2319,18.72µm
_01753_,18.715µm
_06230_,18.715µm
_08697_,18.705µm
_07337_,18.7µm
_02059_,18.69µm
_01339_,18.685µm
_08127_,18.685µm
_00785_,18.67µm
_02753_,18.67µm
_05150_,18.67µm
net1952,18.67µm
_07207_,18.645µm
_10373_,18.645µm
_02112_,18.63µm
_03351_,18.63µm
_01253_,18.62µm
_01796_,18.62µm
