net,length_um
_10105_,21.72µm
_06706_,21.715µm
_03886_,21.69µm
_02351_,21.685µm
u_FIR.sum\[5\]\[8\],21.68µm
_08030_,21.67µm
_03748_,21.665µm
_07235_,21.66µm
u_debug_unit.force_w7\[7\],21.625µm
_09515_,21.615µm
net814,21.615µm
_08267_,21.6µm
_07517_,21.54µm
_01442_,21.51µm
_03784_,21.51µm
_04124_,21.5µm
_05997_,21.5µm
_02263_,21.48µm
_04657_,21.48µm
_08432_,21.475µm
_01165_,21.45µm
u_FIR.sum\[2\]\[17\],21.44µm
u_FIR.sum\[6\]\[1\],21.43µm
_07170_,21.425µm
_02802_,21.42µm
_07420_,21.42µm
_01637_,21.415µm
_01558_,21.37µm
u_FIR.sum\[5\]\[11\],21.37µm
net345,21.37µm
_01416_,21.365µm
_08764_,21.35µm
_02608_,21.34µm
_07205_,21.325µm
_01390_,21.31µm
_02536_,21.31µm
_07459_,21.31µm
_05996_,21.3µm
_08253_,21.3µm
_08483_,21.3µm
_00911_,21.295µm
_10505_,21.27µm
_02405_,21.26µm
_04477_,21.26µm
_06346_,21.26µm
_02724_,21.25µm
_07016_,21.25µm
_09351_,21.25µm
_09835_,21.25µm
_08886_,21.225µm
_03002_,21.21µm
_06079_,21.2µm
_06995_,21.19µm
_02023_,21.185µm
_08355_,21.18µm
_08995_,21.15µm
_10763_,21.15µm
u_FIR.sum\[5\]\[14\],21.15µm
_07513_,21.14µm
_10170_,21.13µm
u_LMS.w\[1\]\[19\],21.09µm
_09178_,21.07µm
_09535_,21.07µm
_06269_,21.06µm
_08643_,21.03µm
_09660_,21.03µm
_03017_,21.015µm
_01282_,21µm
_03938_,20.99µm
_05538_,20.96µm
_08000_,20.95µm
_05060_,20.94µm
_09222_,20.94µm
_09310_,20.935µm
_10226_,20.935µm
_10810_,20.92µm
_01543_,20.9µm
u_LMS.w\[3\]\[7\],20.89µm
u_LMS.w\[7\]\[2\],20.89µm
_04901_,20.88µm
_07234_,20.875µm
_08332_,20.87µm
_09087_,20.85µm
_05389_,20.84µm
_09088_,20.835µm
_02133_,20.82µm
_07186_,20.82µm
_08203_,20.815µm
_03006_,20.805µm
_03594_,20.805µm
_06922_,20.77µm
_10100_,20.77µm
_10468_,20.77µm
u_LMS.w\[4\]\[4\],20.765µm
_04117_,20.76µm
_07443_,20.76µm
_08652_,20.76µm
_04515_,20.745µm
u_LMS.w\[4\]\[7\],20.735µm
_01225_,20.73µm
_01439_,20.73µm
_03139_,20.73µm
_05563_,20.73µm
_09314_,20.72µm
_03828_,20.71µm
_06640_,20.71µm
_08016_,20.675µm
_09984_,20.675µm
_05886_,20.66µm
_03733_,20.65µm
_07306_,20.65µm
_09438_,20.65µm
u_debug_unit.sw_reset\[3\],20.65µm
_06338_,20.63µm
_04742_,20.6µm
_05345_,20.6µm
_02823_,20.595µm
u_FIR.sum\[5\]\[17\],20.57µm
_09917_,20.55µm
_09415_,20.545µm
u_LMS.w\[5\]\[4\],20.545µm
_03957_,20.52µm
_06223_,20.52µm
_10556_,20.515µm
_03332_,20.5µm
_08364_,20.495µm
_04942_,20.48µm
_07323_,20.47µm
_08553_,20.47µm
_09018_,20.47µm
u_LMS.w\[7\]\[11\],20.46µm
_02532_,20.42µm
_05236_,20.415µm
_07304_,20.41µm
_07931_,20.41µm
_08718_,20.41µm
_10520_,20.41µm
_07290_,20.405µm
_10627_,20.4µm
_07250_,20.36µm
_07912_,20.36µm
_10035_,20.36µm
_01417_,20.34µm
_01418_,20.335µm
_02389_,20.335µm
u_spi_slave.tx_shift\[8\],20.31µm
_03920_,20.3µm
_05688_,20.3µm
_09096_,20.3µm
_03960_,20.295µm
_01201_,20.29µm
_02591_,20.29µm
_07086_,20.29µm
_08277_,20.29µm
_10685_,20.29µm
_02570_,20.28µm
_03956_,20.28µm
_09619_,20.28µm
_04172_,20.25µm
_02626_,20.24µm
_04052_,20.24µm
_09503_,20.23µm
_05504_,20.22µm
_10675_,20.22µm
_05618_,20.215µm
u_debug_unit.mon_w8_sync\[3\],20.19µm
_08924_,20.175µm
_07945_,20.17µm
_00748_,20.16µm
_04459_,20.16µm
_04875_,20.16µm
_10149_,20.13µm
_01529_,20.125µm
_04920_,20.125µm
_01045_,20.11µm
_01226_,20.11µm
_10059_,20.1µm
_10738_,20.1µm
_01025_,20.065µm
_06088_,20.06µm
u_FIR.sum\[5\]\[9\],20.06µm
_09024_,20.055µm
_08900_,20.05µm
u_FIR.sum\[4\]\[12\],20.05µm
_01976_,20.04µm
_04885_,20.04µm
_06794_,20.04µm
_08490_,20.04µm
_08908_,20.04µm
u_debug_unit.mon_w8_sync\[5\],20.025µm
_06531_,20.02µm
u_spi_slave.bit_cnt\[1\],20.015µm
_05136_,20.005µm
_02187_,19.995µm
_04266_,19.98µm
_01042_,19.965µm
_06811_,19.965µm
_08763_,19.945µm
_09889_,19.94µm
_02092_,19.925µm
_01554_,19.92µm
_04432_,19.92µm
_09442_,19.92µm
_02515_,19.915µm
_08085_,19.89µm
_09822_,19.89µm
_00757_,19.87µm
_04256_,19.855µm
_01792_,19.83µm
_01880_,19.83µm
_01924_,19.83µm
_02093_,19.82µm
_03329_,19.81µm
_04090_,19.81µm
_09523_,19.81µm
_02649_,19.805µm
_04749_,19.8µm
_05854_,19.8µm
_10401_,19.795µm
_02691_,19.78µm
_09668_,19.77µm
_07149_,19.76µm
_07734_,19.73µm
_09045_,19.73µm
_02307_,19.725µm
_09656_,19.725µm
u_LMS.w\[7\]\[4\],19.725µm
_04392_,19.71µm
_10368_,19.71µm
_02717_,19.705µm
_05417_,19.7µm
_10989_,19.695µm
_03317_,19.69µm
_04636_,19.69µm
_05253_,19.69µm
_09425_,19.69µm
_04442_,19.68µm
_06090_,19.68µm
_09363_,19.675µm
_08033_,19.65µm
_01380_,19.645µm
_09465_,19.645µm
_05300_,19.635µm
_05567_,19.63µm
_09224_,19.63µm
_09400_,19.63µm
_05612_,19.605µm
_01256_,19.59µm
_02474_,19.59µm
_11043_,19.58µm
_10118_,19.575µm
_01059_,19.57µm
_02050_,19.57µm
_02505_,19.57µm
_02123_,19.545µm
_05774_,19.545µm
_03170_,19.53µm
u_FIR.sum\[5\]\[10\],19.52µm
u_LMS.w\[6\]\[10\],19.495µm
debug_load_bus\[3\],19.465µm
_03542_,19.46µm
_02362_,19.45µm
_05173_,19.45µm
_10648_,19.45µm
_07445_,19.44µm
_10722_,19.44µm
_01629_,19.435µm
_02001_,19.435µm
_08168_,19.425µm
_08644_,19.39µm
_07551_,19.38µm
_06465_,19.375µm
_03204_,19.345µm
_03718_,19.345µm
_02111_,19.34µm
_05021_,19.34µm
_05141_,19.34µm
_05720_,19.34µm
_08088_,19.34µm
_05024_,19.33µm
_05100_,19.33µm
_10252_,19.33µm
_04596_,19.32µm
u_s2p_input.reg_sh\[0\],19.32µm
_10210_,19.315µm
u_LMS.count\[0\],19.315µm
_05260_,19.31µm
net927,19.31µm
_05446_,19.3µm
_00879_,19.28µm
_07456_,19.28µm
_04558_,19.27µm
_04013_,19.25µm
_00956_,19.2µm
_04424_,19.2µm
u_FIR.sum\[4\]\[10\],19.195µm
_03599_,19.185µm
net70,19.18µm
_09496_,19.17µm
u_debug_unit.mon_w5_sync\[0\],19.17µm
_04171_,19.16µm
_04618_,19.16µm
_03259_,19.14µm
_09297_,19.125µm
_02709_,19.1µm
_09409_,19.09µm
_10028_,19.09µm
_02455_,19.08µm
_03653_,19.08µm
_04747_,19.08µm
_04902_,19.08µm
_06672_,19.08µm
_11138_,19.06µm
_01278_,19.045µm
_02797_,19.045µm
u_FIR.sum\[5\]\[7\],19.04µm
_09078_,19.03µm
u_spi_slave.rx_shift\[13\],19.03µm
_10115_,19.015µm
_03894_,19.005µm
_07990_,19µm
_05990_,18.985µm
_01811_,18.98µm
_02639_,18.98µm
_03291_,18.98µm
u_p2s_output.reg_sh\[1\],18.98µm
_01656_,18.97µm
_01818_,18.97µm
_02445_,18.97µm
_03322_,18.97µm
_08956_,18.97µm
_09317_,18.97µm
u_LMS.w\[8\]\[10\],18.97µm
_08659_,18.965µm
_04019_,18.96µm
_09576_,18.96µm
u_LMS.count\[12\],18.955µm
_02715_,18.91µm
_01352_,18.895µm
_08051_,18.885µm
_02242_,18.875µm
_06272_,18.865µm
_01936_,18.86µm
_03231_,18.86µm
_05734_,18.86µm
_07455_,18.86µm
_08948_,18.86µm
u_LMS.x_r\[7\]\[2\],18.86µm
_02410_,18.855µm
_08769_,18.855µm
u_LMS.w\[3\]\[2\],18.855µm
_04211_,18.85µm
_05600_,18.85µm
_06085_,18.85µm
_07956_,18.85µm
_09862_,18.85µm
u_FIR.sum\[2\]\[1\],18.85µm
_01019_,18.84µm
_01996_,18.84µm
_05153_,18.84µm
_04425_,18.81µm
_02401_,18.805µm
_00847_,18.8µm
_07258_,18.79µm
_04190_,18.765µm
_08843_,18.76µm
_08910_,18.755µm
_06089_,18.75µm
_08475_,18.73µm
_10165_,18.73µm
_04086_,18.725µm
_00970_,18.72µm
_11122_,18.72µm
u_LMS.w\[6\]\[9\],18.72µm
_01229_,18.695µm
_08471_,18.69µm
_10965_,18.68µm
_04597_,18.66µm
_01456_,18.645µm
_02718_,18.64µm
_02406_,18.63µm
_06370_,18.63µm
u_LMS.count\[8\],18.63µm
_10106_,18.625µm
_06321_,18.62µm
_02753_,18.615µm
_01517_,18.61µm
_01591_,18.61µm
_03349_,18.61µm
_07199_,18.61µm
_07483_,18.61µm
_08844_,18.61µm
_10860_,18.61µm
u_LMS.w\[2\]\[5\],18.61µm
_01998_,18.6µm
_03860_,18.6µm
_11175_,18.6µm
_04868_,18.595µm
_01650_,18.55µm
u_FIR.sum\[7\]\[4\],18.55µm
u_debug_unit.force_w1\[7\],18.55µm
_10431_,18.54µm
_10625_,18.54µm
_01004_,18.535µm
u_LMS.w\[2\]\[2\],18.535µm
_09394_,18.49µm
_02821_,18.465µm
_07957_,18.45µm
_08092_,18.445µm
_05230_,18.44µm
_07399_,18.44µm
u_FIR.x\[7\],18.44µm
_06164_,18.435µm
_06996_,18.42µm
_08657_,18.42µm
_02783_,18.395µm
_04454_,18.39µm
_05309_,18.385µm
_08174_,18.38µm
_10083_,18.38µm
_01868_,18.37µm
_03146_,18.37µm
net1084,18.37µm
u_LMS.w\[8\]\[6\],18.37µm
u_debug_unit.mon_w7_sync\[4\],18.37µm
_03552_,18.36µm
_11132_,18.36µm
_10542_,18.33µm
_01000_,18.32µm
_06828_,18.32µm
_07553_,18.32µm
_09483_,18.32µm
_06509_,18.315µm
_04246_,18.305µm
u_spi_slave.tx_active,18.3µm
_09456_,18.295µm
_08653_,18.28µm
u_spi_slave.tx_shift\[13\],18.27µm
_07909_,18.265µm
_01036_,18.26µm
_06384_,18.26µm
_03947_,18.25µm
_06279_,18.25µm
_08198_,18.25µm
u_FIR.sum\[6\]\[4\],18.245µm
_08637_,18.24µm
u_LMS.w\[6\]\[23\],18.24µm
_08968_,18.23µm
_05321_,18.215µm
_02358_,18.21µm
_03616_,18.2µm
_00810_,18.19µm
_10978_,18.185µm
_02284_,18.18µm
_05250_,18.18µm
sys_enable_bus\[4\],18.175µm
_03421_,18.16µm
u_LMS.w\[7\]\[6\],18.16µm
_01997_,18.155µm
_03330_,18.15µm
_04009_,18.15µm
_09417_,18.14µm
_00177_,18.13µm
_06902_,18.13µm
_06910_,18.13µm
_01802_,18.12µm
_04350_,18.12µm
_09816_,18.12µm
_02726_,18.09µm
_04814_,18.09µm
_08006_,18.08µm
_05272_,18.07µm
_05947_,18.07µm
u_FIR.x_reg\[1\],18.07µm
_01470_,18.06µm
_04267_,18.06µm
_05954_,18.06µm
_08322_,18.06µm
_08774_,18.055µm
_05171_,18.02µm
_06875_,18.02µm
_09600_,18.02µm
_03601_,18.01µm
_03621_,18.01µm
_08453_,18.01µm
u_LMS.w\[1\]\[6\],18.01µm
u_LMS.w\[3\]\[6\],18.01µm
u_spi_slave.tx_shift\[12\],18.01µm
_06726_,18µm
_07470_,18µm
_09358_,18µm
net1081,18µm
_09074_,17.995µm
_09271_,17.985µm
_11008_,17.985µm
u_debug_unit.sw_reset\[2\],17.985µm
_00954_,17.96µm
_02603_,17.95µm
_09843_,17.945µm
_03303_,17.94µm
_10373_,17.94µm
_09030_,17.935µm
_07089_,17.93µm
_07364_,17.915µm
u_LMS.w\[8\]\[9\],17.91µm
u_spi_slave.rx_shift\[10\],17.91µm
u_FIR.sum\[4\]\[11\],17.905µm
_00851_,17.9µm
_01810_,17.9µm
_04046_,17.9µm
_08236_,17.9µm
u_debug_unit.mon_w1_sync\[0\],17.9µm
_02520_,17.89µm
_02627_,17.89µm
_01244_,17.885µm
_03085_,17.88µm
_02415_,17.865µm
_01432_,17.84µm
_05900_,17.835µm
_05816_,17.83µm
_06345_,17.83µm
_02271_,17.82µm
_04351_,17.82µm
_05985_,17.82µm
_10737_,17.815µm
_05893_,17.795µm
_04206_,17.78µm
_05012_,17.78µm
_05470_,17.78µm
_00890_,17.77µm
_01583_,17.77µm
_04522_,17.77µm
_07320_,17.77µm
_09979_,17.77µm
_10996_,17.77µm
u_s2p_input.reg_cnt\[2\],17.77µm
_03042_,17.765µm
_08828_,17.76µm
_10203_,17.715µm
_00809_,17.71µm
_09751_,17.71µm
_09994_,17.71µm
u_debug_unit.mon_w0_sync\[2\],17.71µm
_02908_,17.7µm
_05403_,17.695µm
_09788_,17.695µm
_06187_,17.685µm
_07362_,17.685µm
_04518_,17.67µm
_01294_,17.66µm
_05352_,17.66µm
_07416_,17.66µm
_11090_,17.66µm
_07664_,17.65µm
_09242_,17.65µm
_11076_,17.65µm
u_debug_unit.mon_w8_sync\[4\],17.65µm
u_debug_unit.mon_w7_sync\[5\],17.6µm
_03433_,17.595µm
_04872_,17.59µm
_05185_,17.59µm
u_FIR.w\[1\]\[3\],17.59µm
_08669_,17.585µm
_10185_,17.585µm
_05176_,17.58µm
_08156_,17.58µm
_04394_,17.575µm
_02213_,17.565µm
_01054_,17.55µm
_03859_,17.55µm
_04962_,17.55µm
_01706_,17.53µm
_03417_,17.53µm
_04773_,17.53µm
_05525_,17.53µm
_06951_,17.53µm
_07929_,17.53µm
_08138_,17.53µm
_09492_,17.53µm
_11044_,17.525µm
_03447_,17.52µm
_07292_,17.52µm
_08327_,17.52µm
_09340_,17.52µm
_09684_,17.52µm
_09812_,17.51µm
_08031_,17.505µm
_03024_,17.48µm
_05488_,17.48µm
_05694_,17.475µm
_01472_,17.47µm
_06705_,17.47µm
_08441_,17.47µm
_00820_,17.46µm
_01972_,17.46µm
_02166_,17.46µm
_10777_,17.46µm
_01361_,17.455µm
_08693_,17.455µm
_09194_,17.455µm
_09048_,17.44µm
_02629_,17.43µm
_07088_,17.425µm
_08826_,17.425µm
_00916_,17.42µm
_01049_,17.42µm
_10563_,17.42µm
_02702_,17.41µm
_10956_,17.41µm
_11033_,17.41µm
_11046_,17.41µm
_00596_,17.4µm
_07376_,17.4µm
_08099_,17.4µm
_04975_,17.38µm
_07581_,17.36µm
_03423_,17.35µm
_04791_,17.35µm
_07406_,17.35µm
_04966_,17.34µm
_08869_,17.34µm
_09695_,17.34µm
_10442_,17.335µm
_01872_,17.315µm
_02543_,17.315µm
_04093_,17.3µm
_10084_,17.3µm
_02172_,17.29µm
_02855_,17.29µm
_09829_,17.29µm
_08830_,17.28µm
_00967_,17.265µm
_04746_,17.265µm
_09003_,17.26µm
_04031_,17.23µm
_08163_,17.23µm
u_FIR.sum\[7\]\[18\],17.23µm
_00931_,17.22µm
_01661_,17.22µm
_10636_,17.22µm
_03299_,17.215µm
_05251_,17.205µm
_08296_,17.18µm
_03203_,17.17µm
_03369_,17.17µm
_05928_,17.17µm
_08423_,17.17µm
debug_load_bus\[0\],17.17µm
_01022_,17.16µm
_02201_,17.16µm
_03632_,17.16µm
_04595_,17.16µm
_05124_,17.16µm
_07265_,17.16µm
_09901_,17.16µm
_10465_,17.16µm
u_FIR.sum\[6\]\[5\],17.16µm
_10178_,17.145µm
_10484_,17.12µm
_10958_,17.12µm
u_FIR.sum\[4\]\[5\],17.12µm
_09240_,17.115µm
_02696_,17.11µm
_03210_,17.11µm
_08047_,17.11µm
_01508_,17.1µm
_04451_,17.1µm
_09311_,17.1µm
_01699_,17.095µm
_07666_,17.085µm
_10857_,17.085µm
_01383_,17.065µm
_02387_,17.065µm
_07124_,17.065µm
_02833_,17.06µm
_07056_,17.06µm
u_FIR.sum\[7\]\[5\],17.06µm
u_debug_unit.mon_w7_sync\[1\],17.06µm
_02210_,17.055µm
_09841_,17.055µm
_04290_,17.05µm
_03348_,17.045µm
_03965_,17.04µm
_08035_,17.04µm
_09575_,17.04µm
_09828_,17.04µm
_10072_,17.04µm
_11189_,17.04µm
_02816_,17.035µm
_06764_,17.035µm
_10593_,17.035µm
u_FIR.sum\[0\]\[0\],17.035µm
_05498_,17.01µm
_02020_,17µm
_00717_,16.99µm
_00975_,16.99µm
_02794_,16.99µm
_03715_,16.99µm
_04444_,16.99µm
_08903_,16.99µm
u_spi_slave.tx_shift\[9\],16.99µm
_09466_,16.985µm
_04745_,16.98µm
_05581_,16.98µm
u_LMS.count\[26\],16.96µm
_07634_,16.95µm
_09771_,16.945µm
u_debug_unit.force_w3\[7\],16.945µm
_01329_,16.94µm
_04230_,16.94µm
u_FIR.sum\[8\]\[14\],16.94µm
_01491_,16.935µm
_04889_,16.935µm
_01763_,16.93µm
_02196_,16.93µm
_02340_,16.93µm
_05861_,16.93µm
_06290_,16.93µm
_07888_,16.93µm
_10847_,16.93µm
u_FIR.sum\[0\]\[3\],16.93µm
u_LMS.count\[7\],16.925µm
_06303_,16.92µm
_08226_,16.92µm
_08867_,16.92µm
_10833_,16.92µm
_05351_,16.915µm
_04682_,16.89µm
_06173_,16.88µm
_07286_,16.88µm
_06302_,16.875µm
_09992_,16.86µm
u_LMS.x_r\[5\]\[1\],16.86µm
_09439_,16.855µm
_01787_,16.83µm
_08323_,16.825µm
_00875_,16.82µm
_09421_,16.82µm
_05835_,16.815µm
_08073_,16.81µm
u_LMS.w\[0\]\[4\],16.795µm
_08112_,16.76µm
_00766_,16.75µm
_04873_,16.75µm
_08839_,16.75µm
_01451_,16.74µm
_02808_,16.74µm
_04827_,16.74µm
_05120_,16.74µm
_08837_,16.74µm
_06221_,16.725µm
_08818_,16.725µm
_04284_,16.71µm
_10983_,16.71µm
_03316_,16.705µm
_04895_,16.705µm
_08841_,16.705µm
_06635_,16.7µm
_07510_,16.7µm
_02377_,16.69µm
_05370_,16.69µm
_09440_,16.69µm
_10403_,16.69µm
_10710_,16.69µm
u_LMS.w\[6\]\[5\],16.69µm
_08143_,16.68µm
_09446_,16.68µm
_00936_,16.65µm
_01320_,16.65µm
_01767_,16.65µm
_02101_,16.645µm
u_FIR.sum\[5\]\[5\],16.64µm
u_FIR.x\[0\],16.635µm
_02099_,16.63µm
_06877_,16.63µm
_01399_,16.625µm
_07120_,16.625µm
_06307_,16.62µm
_04257_,16.615µm
_10443_,16.615µm
_05083_,16.59µm
_02552_,16.585µm
_05293_,16.58µm
_01327_,16.575µm
_01768_,16.57µm
_04041_,16.57µm
_05125_,16.57µm
_06326_,16.57µm
_07230_,16.57µm
_09800_,16.57µm
_02969_,16.56µm
_09418_,16.56µm
_09670_,16.56µm
_10411_,16.56µm
u_LMS.count\[19\],16.56µm
_06158_,16.55µm
_06606_,16.545µm
u_FIR.sum\[7\]\[6\],16.53µm
_06469_,16.525µm
_06011_,16.52µm
_09033_,16.52µm
_01618_,16.51µm
_02837_,16.51µm
_05340_,16.51µm
_05624_,16.51µm
_07217_,16.51µm
_07511_,16.51µm
u_debug_unit.sw_reset\[1\],16.51µm
_04032_,16.5µm
_05633_,16.5µm
_06212_,16.5µm
_08438_,16.5µm
_04238_,16.495µm
_05543_,16.495µm
_03053_,16.49µm
_01956_,16.485µm
u_FIR.sum\[1\]\[9\],16.47µm
u_spi_slave.tx_shift\[10\],16.465µm
_03003_,16.46µm
_05045_,16.46µm
_06356_,16.455µm
_04096_,16.45µm
_10444_,16.45µm
u_LMS.w\[2\]\[9\],16.45µm
_10706_,16.445µm
_01611_,16.44µm
_05659_,16.44µm
_08933_,16.44µm
_10232_,16.44µm
_06153_,16.415µm
_09651_,16.41µm
_01296_,16.405µm
_00745_,16.39µm
_00839_,16.39µm
_05586_,16.39µm
_10717_,16.39µm
_03927_,16.385µm
_05043_,16.38µm
_08170_,16.355µm
_10987_,16.35µm
_11011_,16.35µm
_08772_,16.34µm
_04665_,16.33µm
_08237_,16.33µm
u_FIR.sum\[6\]\[6\],16.33µm
_01584_,16.325µm
_07424_,16.32µm
_08749_,16.32µm
_11155_,16.305µm
_01254_,16.28µm
_07965_,16.28µm
sys_enable,16.27µm
u_LMS.x_r\[7\]\[7\],16.27µm
_06222_,16.26µm
_07703_,16.26µm
_01427_,16.255µm
_05636_,16.255µm
_07648_,16.255µm
_02404_,16.225µm
_04979_,16.225µm
_08710_,16.225µm
_08911_,16.225µm
_09081_,16.225µm
_10787_,16.225µm
u_spi_slave.rx_shift\[11\],16.225µm
_00855_,16.21µm
_02390_,16.21µm
_07520_,16.21µm
_09230_,16.21µm
_10034_,16.21µm
net1497,16.21µm
u_LMS.count\[6\],16.21µm
_01410_,16.2µm
_01816_,16.2µm
_05475_,16.2µm
_06743_,16.2µm
_07341_,16.2µm
_08831_,16.2µm
_09477_,16.2µm
_10633_,16.2µm
_02573_,16.195µm
_01260_,16.18µm
_05080_,16.165µm
_07637_,16.155µm
_09005_,16.155µm
_04675_,16.15µm
_07175_,16.15µm
_09343_,16.15µm
_10334_,16.15µm
_10449_,16.15µm
u_FIR.sum\[2\]\[18\],16.15µm
_01344_,16.14µm
_01795_,16.14µm
_04150_,16.14µm
_03698_,16.135µm
_05911_,16.125µm
_08409_,16.115µm
_03625_,16.105µm
_02240_,16.1µm
_05070_,16.1µm
_10399_,16.1µm
_10402_,16.1µm
u_debug_unit.mon_w4_sync\[2\],16.1µm
_02268_,16.09µm
_02493_,16.09µm
_03036_,16.09µm
_03583_,16.09µm
_05407_,16.09µm
_09345_,16.08µm
_10432_,16.08µm
_07993_,16.045µm
_07405_,16.04µm
_08421_,16.04µm
_10092_,16.04µm
_00705_,16.03µm
_01400_,16.03µm
_03648_,16.03µm
_08121_,16.02µm
_09805_,16.02µm
_01231_,16.015µm
u_FIR.sum\[3\]\[16\],15.99µm
_07640_,15.985µm
_08852_,15.985µm
_01981_,15.98µm
_08460_,15.98µm
_08474_,15.98µm
_00830_,15.97µm
_02578_,15.97µm
_06507_,15.97µm
_06855_,15.97µm
_07091_,15.97µm
_08479_,15.97µm
_02363_,15.96µm
_03473_,15.96µm
_04784_,15.96µm
_08469_,15.96µm
_10430_,15.96µm
_10842_,15.96µm
_06769_,15.955µm
_05521_,15.95µm
_01852_,15.925µm
_02162_,15.925µm
_04867_,15.92µm
_02234_,15.915µm
_01026_,15.91µm
_05077_,15.91µm
_04063_,15.885µm
_09462_,15.875µm
_07257_,15.865µm
_04810_,15.86µm
_07269_,15.86µm
_09673_,15.86µm
_01903_,15.85µm
_02436_,15.85µm
_02631_,15.85µm
_07119_,15.85µm
_11123_,15.85µm
_05825_,15.84µm
_06284_,15.84µm
_06998_,15.84µm
_09475_,15.84µm
_09831_,15.825µm
_00948_,15.815µm
_04713_,15.805µm
_05788_,15.805µm
_09953_,15.8µm
_10629_,15.8µm
_02618_,15.795µm
_04600_,15.79µm
_08120_,15.79µm
_03297_,15.78µm
_03696_,15.78µm
_04000_,15.78µm
_04840_,15.78µm
_06558_,15.78µm
_06760_,15.78µm
u_LMS.count\[30\],15.78µm
u_LMS.x_r\[6\]\[6\],15.78µm
_03309_,15.775µm
_08213_,15.775µm
_06150_,15.745µm
_07498_,15.745µm
_07610_,15.745µm
_08741_,15.745µm
_09444_,15.745µm
_02365_,15.74µm
_03045_,15.73µm
_07782_,15.73µm
_10568_,15.73µm
_10875_,15.73µm
_05469_,15.72µm
_09037_,15.72µm
_04755_,15.715µm
_05199_,15.715µm
_08050_,15.7µm
_09378_,15.7µm
_04316_,15.695µm
_07894_,15.695µm
_03723_,15.68µm
_06029_,15.68µm
_05829_,15.675µm
_10247_,15.675µm
_02225_,15.67µm
_02432_,15.67µm
_05518_,15.665µm
_03518_,15.66µm
_05486_,15.66µm
_09782_,15.66µm
u_s2p_input.reg_cnt\[1\],15.66µm
_09524_,15.655µm
_08123_,15.63µm
_09518_,15.63µm
_03915_,15.625µm
_09451_,15.625µm
_03289_,15.62µm
_06204_,15.62µm
_09827_,15.62µm
_10460_,15.62µm
u_FIR.sum\[0\]\[6\],15.62µm
_00880_,15.615µm
_04250_,15.615µm
_00964_,15.61µm
_01698_,15.61µm
_02096_,15.61µm
_04298_,15.61µm
_05651_,15.61µm
_08271_,15.61µm
_10110_,15.61µm
_04869_,15.605µm
_02500_,15.6µm
_03507_,15.6µm
_06189_,15.6µm
_09020_,15.6µm
_06154_,15.595µm
_10024_,15.595µm
_02348_,15.59µm
_06638_,15.59µm
_01187_,15.565µm
_04304_,15.56µm
_05738_,15.56µm
u_LMS.w\[5\]\[5\],15.56µm
sys_enable_bus\[7\],15.555µm
_00826_,15.55µm
_10406_,15.55µm
_10417_,15.55µm
u_LMS.x_r\[7\]\[4\],15.55µm
_05833_,15.545µm
_04121_,15.54µm
_08687_,15.54µm
_05927_,15.535µm
_03944_,15.525µm
_02235_,15.51µm
_05481_,15.51µm
_11055_,15.51µm
_10953_,15.505µm
_11036_,15.505µm
_08662_,15.5µm
_10213_,15.5µm
u_LMS.w\[7\]\[10\],15.5µm
u_p2s_output.reg_sh\[2\],15.5µm
_09071_,15.495µm
_10214_,15.495µm
_02264_,15.49µm
_02370_,15.49µm
_02569_,15.49µm
_03649_,15.49µm
_04826_,15.49µm
_06252_,15.49µm
_07688_,15.49µm
_08211_,15.49µm
_08610_,15.49µm
_09675_,15.49µm
u_LMS.w\[5\]\[2\],15.49µm
_01815_,15.48µm
_03917_,15.48µm
_00941_,15.47µm
_09401_,15.465µm
_04254_,15.46µm
_04609_,15.45µm
_08365_,15.445µm
u_FIR.sum\[0\]\[4\],15.43µm
u_LMS.w\[7\]\[7\],15.43µm
_01561_,15.425µm
_11166_,15.425µm
_04302_,15.42µm
_07585_,15.405µm
_01323_,15.395µm
_01064_,15.39µm
_03751_,15.38µm
_05941_,15.38µm
_09229_,15.38µm
_02534_,15.37µm
_05010_,15.37µm
_07300_,15.37µm
_03907_,15.36µm
_04228_,15.36µm
_08353_,15.36µm
_08465_,15.36µm
_09190_,15.355µm
u_LMS.x_r\[7\]\[6\],15.355µm
_10405_,15.35µm
_04983_,15.345µm
_10573_,15.345µm
_02840_,15.34µm
_07437_,15.33µm
_02152_,15.31µm
_03305_,15.31µm
_06980_,15.31µm
_10051_,15.31µm
_02088_,15.3µm
_02554_,15.3µm
_02776_,15.3µm
_03395_,15.3µm
_04342_,15.3µm
_05295_,15.3µm
_07574_,15.3µm
_03311_,15.295µm
_03351_,15.295µm
_03971_,15.285µm
_07367_,15.275µm
_02164_,15.27µm
_01217_,15.265µm
_06897_,15.26µm
_02656_,15.25µm
_03043_,15.25µm
_03962_,15.25µm
_04924_,15.25µm
_08500_,15.25µm
_09813_,15.25µm
_10275_,15.25µm
_10377_,15.25µm
_02805_,15.245µm
_00761_,15.24µm
_03703_,15.24µm
_04730_,15.24µm
_05184_,15.24µm
_09114_,15.24µm
_10720_,15.24µm
_10803_,15.24µm
_03072_,15.235µm
_05445_,15.235µm
_05088_,15.22µm
_07053_,15.22µm
_06978_,15.21µm
_07023_,15.21µm
_11161_,15.21µm
_08424_,15.2µm
_01268_,15.195µm
_02744_,15.19µm
_05680_,15.19µm
_05843_,15.19µm
