net,length_um
_03573_,81.85µm
_03516_,81.78µm
net703,81.72µm
net677,81.655µm
net133,81.62µm
net453,81.535µm
net785,81.52µm
net99,81.515µm
net630,81.44µm
coeff_force_packed\[36\],81.205µm
net616,81.105µm
net1016,81.085µm
net263,81.055µm
net813,80.95µm
net715,80.75µm
_07836_,80.71µm
_03463_,80.45µm
_03428_,80.315µm
_03392_,80.29µm
net532,80.055µm
net852,80.055µm
net1038,79.98µm
net953,79.935µm
net604,79.76µm
net830,79.53µm
net78,79.345µm
net427,79.31µm
net33,79.3µm
_03375_,79.015µm
net612,78.99µm
_06921_,78.955µm
_03247_,78.86µm
spi_addr\[0\],78.79µm
net530,78.79µm
net344,78.715µm
net426,78.54µm
u_debug_unit.mon_w3_sync\[4\],78.45µm
net1004,78.305µm
_03431_,78.2µm
_07692_,78.06µm
u_LMS.x_r\[8\]\[1\],78.04µm
_00019_,77.885µm
net299,77.805µm
net589,77.72µm
_09093_,77.46µm
net1012,77.455µm
net64,77.4µm
u_debug_unit.error_signal_sync\[5\],77.23µm
net501,76.99µm
net533,76.905µm
net1034,76.88µm
_07905_,76.83µm
u_LMS.w\[4\]\[12\],76.815µm
net774,76.795µm
u_FIR.sum\[1\]\[10\],76.66µm
u_FIR.w\[8\]\[5\],76.63µm
net864,76.61µm
_03365_,76.54µm
_01119_,76.375µm
net955,76.26µm
net497,76.195µm
net527,76.145µm
net675,76.04µm
net692,76.015µm
net397,75.96µm
net641,75.815µm
_03361_,75.78µm
net1040,75.715µm
net1023,75.68µm
u_FIR.w\[2\]\[0\],75.67µm
_07755_,75.61µm
u_FIR.sum\[1\]\[8\],75.52µm
u_LMS.x_r\[4\]\[0\],75.38µm
net264,75.345µm
net965,75.34µm
net968,75.285µm
net391,75.125µm
net121,75.095µm
net581,75.035µm
net522,74.94µm
net602,74.905µm
net873,74.805µm
net512,74.66µm
_07759_,74.49µm
_09551_,74.45µm
_05469_,74.445µm
u_FIR.sum\[2\]\[15\],74.42µm
net68,74.315µm
net591,74.25µm
clknet_3_6__leaf_spi_sclk,74.205µm
net983,74.11µm
net115,74.055µm
_07514_,74.05µm
_10387_,74.04µm
_07834_,74µm
_07852_,73.905µm
net991,73.86µm
net749,73.85µm
net122,73.72µm
net982,73.72µm
net276,73.705µm
net484,73.69µm
_04115_,73.64µm
net814,73.5µm
net986,73.395µm
u_LMS.w\[0\]\[13\],73.385µm
net336,73.25µm
coeff_force_packed\[26\],73.085µm
u_LMS.w\[6\]\[24\],73.04µm
net746,72.895µm
u_LMS.x_r\[0\]\[0\],72.79µm
net283,72.785µm
net712,72.775µm
coeff_force_packed\[57\],72.72µm
_08101_,72.715µm
net338,72.64µm
net738,72.55µm
net810,72.515µm
net506,72.43µm
u_LMS.x_r\[0\]\[1\],72.35µm
_03264_,72.32µm
net517,72.135µm
clknet_3_5__leaf_spi_sclk,71.945µm
net650,71.765µm
u_LMS.w\[5\]\[24\],71.715µm
net1015,71.705µm
coeff_force_packed\[1\],71.645µm
_08550_,71.585µm
net538,71.53µm
u_LMS.w\[4\]\[13\],71.515µm
_07930_,71.505µm
clknet_3_4__leaf_spi_sclk,71.495µm
_03065_,71.435µm
_04691_,71.425µm
_02252_,71.415µm
net423,71.335µm
_03069_,71.32µm
_03367_,71.275µm
net425,71.245µm
net515,71.23µm
u_FIR.sum\[4\]\[9\],71.185µm
u_FIR.sum\[1\]\[15\],71.15µm
net563,71.05µm
net61,70.95µm
net1017,70.835µm
net345,70.77µm
net230,70.735µm
_03281_,70.715µm
_07947_,70.695µm
_03283_,70.68µm
_04781_,70.68µm
_03424_,70.65µm
net1020,70.62µm
coeff_force_packed\[24\],70.57µm
net355,70.57µm
net1021,70.51µm
net668,70.505µm
u_debug_unit.mon_w6_sync\[0\],70.445µm
u_LMS.x_r\[0\]\[5\],70.425µm
_10185_,70.3µm
net555,70.3µm
coeff_force_packed\[59\],70.23µm
_03286_,70.16µm
_03068_,70.07µm
net479,70.045µm
_10292_,69.93µm
net553,69.92µm
_07745_,69.915µm
net74,69.915µm
net593,69.91µm
net226,69.83µm
net565,69.81µm
net421,69.76µm
u_debug_unit.force_w3\[7\],69.74µm
net516,69.72µm
_07840_,69.66µm
_03430_,69.515µm
_07761_,69.445µm
net897,69.42µm
net682,69.325µm
_07694_,69.225µm
net455,68.945µm
net985,68.84µm
net352,68.73µm
coeff_force_packed\[40\],68.56µm
net394,68.475µm
net405,68.45µm
_06054_,68.34µm
_03237_,68.165µm
u_LMS.w\[6\]\[13\],68µm
u_LMS.w\[7\]\[14\],68µm
_07439_,67.86µm
net996,67.79µm
u_FIR.sum\[2\]\[11\],67.47µm
u_LMS.x_r\[2\]\[2\],67.4µm
net437,67.385µm
u_LMS.w\[7\]\[13\],67.375µm
net739,66.905µm
coeff_force_packed\[0\],66.85µm
_07913_,66.795µm
clknet_3_7__leaf_spi_sclk,66.7µm
net438,66.635µm
_03456_,66.6µm
net520,66.49µm
net392,66.33µm
net482,66.33µm
net570,66.28µm
net488,66.17µm
net793,66.035µm
_03482_,66µm
net118,65.95µm
u_LMS.w\[5\]\[12\],65.845µm
u_FIR.w\[6\]\[6\],65.78µm
_03062_,65.64µm
net765,65.56µm
_10265_,65.48µm
net348,65.445µm
u_LMS.w\[5\]\[13\],65.18µm
net636,65.135µm
u_FIR.sum\[7\]\[10\],65.01µm
net608,64.945µm
u_LMS.w\[2\]\[13\],64.94µm
_08406_,64.88µm
_10267_,64.84µm
clknet_3_3__leaf_spi_sclk,64.75µm
_07967_,64.7µm
coeff_force_packed\[31\],64.65µm
net980,64.635µm
u_LMS.x_r\[4\]\[1\],64.555µm
u_FIR.sum\[2\]\[13\],64.51µm
net476,64.46µm
net791,64.325µm
net633,64.23µm
u_LMS.w\[0\]\[24\],64.195µm
_06022_,64.065µm
net518,64.025µm
u_LMS.w\[8\]\[13\],64.02µm
net119,64.015µm
net333,63.965µm
_06436_,63.96µm
net963,63.92µm
u_FIR.sum\[4\]\[10\],63.91µm
net1024,63.84µm
net302,63.735µm
_07872_,63.685µm
net654,63.635µm
net450,63.57µm
u_debug_unit.mon_w6_sync\[3\],63.535µm
net489,63.535µm
_07486_,63.435µm
u_FIR.sum\[1\]\[11\],63.315µm
_08495_,63.26µm
u_FIR.sum\[3\]\[8\],62.9µm
u_FIR.sum\[3\]\[10\],62.89µm
_08497_,62.84µm
net620,62.805µm
u_debug_unit.mon_w3_sync\[2\],62.785µm
u_LMS.w\[4\]\[15\],62.78µm
_03509_,62.77µm
_03285_,62.72µm
net634,62.67µm
_07838_,62.475µm
_07793_,62.43µm
_02304_,62.32µm
_04809_,62.31µm
_03261_,62.23µm
u_FIR.sum\[1\]\[14\],61.95µm
u_FIR.sum\[4\]\[3\],61.83µm
_04250_,61.81µm
_09728_,61.8µm
_03000_,61.75µm
_08354_,61.705µm
net736,61.665µm
net521,61.585µm
net618,61.565µm
u_LMS.w\[4\]\[17\],61.535µm
_01071_,61.465µm
_07818_,61.39µm
u_LMS.w\[1\]\[14\],61.39µm
net334,61.255µm
u_LMS.w\[8\]\[17\],61.16µm
u_FIR.sum\[2\]\[10\],61.11µm
net492,61.105µm
u_LMS.w\[3\]\[15\],61.03µm
net655,60.98µm
net435,60.905µm
_03071_,60.9µm
net65,60.755µm
net987,60.69µm
net270,60.68µm
_07698_,60.665µm
net454,60.665µm
net500,60.605µm
_07757_,60.565µm
u_LMS.x_r\[5\]\[6\],60.56µm
coeff_force_packed\[34\],60.45µm
u_FIR.w\[3\]\[6\],60.4µm
_10568_,60.39µm
_07832_,60.255µm
net625,60.24µm
net329,60.09µm
net399,60.02µm
_01073_,60.01µm
_04643_,59.97µm
u_LMS.w\[4\]\[14\],59.96µm
net485,59.935µm
u_LMS.x_r\[7\]\[4\],59.9µm
net560,59.89µm
_08993_,59.875µm
u_LMS.w\[2\]\[12\],59.775µm
_08459_,59.76µm
u_FIR.sum\[7\]\[11\],59.74µm
net341,59.72µm
u_FIR.sum\[4\]\[8\],59.66µm
u_LMS.w\[4\]\[21\],59.615µm
net729,59.535µm
net446,59.29µm
_03225_,59.28µm
_03514_,59.28µm
_10854_,59.27µm
clknet_3_1__leaf_spi_sclk,59.19µm
net784,59.175µm
_03255_,59.165µm
net325,59.135µm
u_LMS.w\[3\]\[13\],59.04µm
net551,59.01µm
net977,58.975µm
net369,58.935µm
_07713_,58.92µm
net906,58.92µm
net617,58.87µm
_09679_,58.81µm
u_LMS.w\[3\]\[16\],58.77µm
_03384_,58.68µm
_07773_,58.62µm
net419,58.595µm
net659,58.55µm
_07944_,58.39µm
u_FIR.sum\[2\]\[8\],58.26µm
u_debug_unit.mon_w7_sync\[6\],58.26µm
u_LMS.w\[1\]\[15\],58.255µm
_03236_,58.21µm
net725,58.2µm
_02848_,58.15µm
net609,58.115µm
u_LMS.w\[1\]\[12\],58.1µm
net782,58.04µm
u_LMS.mu\[2\],58.03µm
u_LMS.w\[8\]\[12\],57.99µm
net592,57.98µm
net966,57.79µm
_04283_,57.775µm
net542,57.77µm
_07820_,57.74µm
u_FIR.sum\[2\]\[7\],57.625µm
u_LMS.w\[6\]\[14\],57.505µm
u_LMS.x_r\[6\]\[2\],57.48µm
u_LMS.w\[5\]\[16\],57.475µm
_03265_,57.38µm
net839,57.205µm
net402,57.19µm
net272,57.16µm
net75,57.125µm
u_FIR.sum\[3\]\[7\],57.08µm
net67,56.99µm
u_LMS.x_r\[0\]\[6\],56.925µm
u_FIR.sum\[4\]\[0\],56.89µm
u_LMS.w\[6\]\[12\],56.78µm
net998,56.765µm
net714,56.725µm
net62,56.715µm
net71,56.65µm
net766,56.63µm
net683,56.625µm
net407,56.6µm
_09391_,56.53µm
u_FIR.sum\[2\]\[0\],56.505µm
net792,56.44µm
u_LMS.w\[3\]\[12\],56.41µm
net395,56.41µm
net398,56.375µm
_08408_,56.34µm
u_debug_unit.mon_w5_sync\[4\],56.34µm
net327,56.34µm
net343,56.29µm
_07777_,56.265µm
net727,56.25µm
_03275_,56.21µm
net21,56.195µm
u_LMS.w\[5\]\[14\],56.19µm
u_FIR.sum\[3\]\[11\],56.175µm
clknet_3_0__leaf_spi_sclk,56.15µm
u_FIR.sum\[2\]\[9\],56.13µm
_03363_,56.11µm
net619,56.04µm
_03525_,55.99µm
_05134_,55.99µm
u_FIR.w\[8\]\[1\],55.975µm
net346,55.97µm
net621,55.97µm
_07022_,55.925µm
_02172_,55.865µm
net250,55.855µm
u_LMS.w\[0\]\[14\],55.82µm
u_LMS.w\[4\]\[16\],55.815µm
net117,55.785µm
net490,55.715µm
u_LMS.w\[2\]\[14\],55.625µm
net441,55.585µm
net443,55.37µm
_03425_,55.365µm
net748,55.355µm
u_LMS.w\[8\]\[24\],55.35µm
u_LMS.w\[3\]\[17\],55.275µm
net912,54.95µm
_07589_,54.945µm
net433,54.935µm
u_LMS.x_r\[3\]\[2\],54.85µm
_03229_,54.81µm
net13,54.735µm
net915,54.73µm
u_FIR.sum\[3\]\[12\],54.625µm
u_LMS.w\[3\]\[23\],54.61µm
_03475_,54.54µm
u_FIR.sum\[4\]\[7\],54.405µm
net801,54.35µm
_04860_,54.34µm
_07533_,54.31µm
u_LMS.w\[6\]\[15\],54.185µm
u_LMS.w\[8\]\[14\],54.14µm
net436,54.08µm
net773,54.03µm
_10266_,53.955µm
_09600_,53.94µm
u_LMS.w\[0\]\[17\],53.88µm
_01366_,53.765µm
net390,53.67µm
_09680_,53.64µm
u_LMS.w\[7\]\[16\],53.605µm
_03386_,53.59µm
net528,53.54µm
_09784_,53.505µm
u_FIR.sum\[3\]\[9\],53.37µm
net536,53.37µm
net697,53.215µm
clknet_3_2__leaf_spi_sclk,53.165µm
net449,53.11µm
u_LMS.w\[2\]\[15\],53.08µm
net76,52.995µm
u_LMS.x_r\[8\]\[4\],52.985µm
net679,52.975µm
u_debug_unit.mon_w8_sync\[1\],52.965µm
net687,52.94µm
net275,52.93µm
u_FIR.sum\[4\]\[11\],52.88µm
_03221_,52.86µm
_03436_,52.83µm
u_FIR.w\[5\]\[0\],52.7µm
u_FIR.sum\[7\]\[7\],52.655µm
_03504_,52.63µm
u_LMS.x_r\[3\]\[5\],52.63µm
_08411_,52.62µm
net572,52.615µm
net268,52.58µm
u_LMS.x_r\[2\]\[0\],52.575µm
net77,52.505µm
_08989_,52.495µm
_03279_,52.46µm
u_debug_unit.mon_w3_sync\[0\],52.44µm
net719,52.36µm
net116,52.35µm
net335,52.08µm
_03254_,52.02µm
u_debug_unit.mon_w6_sync\[5\],51.97µm
u_LMS.w\[4\]\[20\],51.905µm
_03952_,51.715µm
_07975_,51.67µm
u_LMS.w\[5\]\[20\],51.635µm
_03232_,51.6µm
coeff_force_packed\[52\],51.595µm
_07933_,51.54µm
u_FIR.w\[1\]\[0\],51.49µm
net73,51.33µm
_01621_,51.3µm
_07478_,51.3µm
u_FIR.sum\[7\]\[8\],51.09µm
net9,51.085µm
u_FIR.sum\[1\]\[13\],51.08µm
u_LMS.w\[7\]\[17\],50.94µm
coeff_force_packed\[53\],50.935µm
u_debug_unit.mon_w6_sync\[4\],50.78µm
net396,50.775µm
_01661_,50.77µm
u_LMS.x_r\[8\]\[3\],50.76µm
net401,50.74µm
u_LMS.w\[7\]\[21\],50.73µm
net775,50.69µm
_07779_,50.66µm
u_LMS.w\[3\]\[22\],50.655µm
_03231_,50.64µm
_03220_,50.625µm
u_FIR.sum\[8\]\[6\],50.54µm
u_FIR.sum\[4\]\[2\],50.49µm
coeff_force_packed\[54\],50.41µm
coeff_force_packed\[28\],50.335µm
_03591_,50.295µm
u_LMS.w\[4\]\[24\],50.285µm
net728,50.115µm
_08997_,50.055µm
_08991_,50.05µm
net868,50.05µm
_04210_,50.04µm
_08984_,50.015µm
u_LMS.w\[2\]\[17\],49.965µm
u_LMS.w\[1\]\[20\],49.84µm
coeff_force_packed\[39\],49.8µm
net281,49.705µm
u_LMS.w\[8\]\[15\],49.7µm
_03496_,49.69µm
_05446_,49.69µm
net756,49.645µm
u_LMS.w\[2\]\[20\],49.625µm
_03548_,49.495µm
coeff_force_packed\[3\],49.465µm
net23,49.175µm
_08597_,49.155µm
u_LMS.w\[5\]\[15\],49.135µm
u_LMS.w\[7\]\[22\],49.11µm
spi_addr\[1\],49.03µm
u_spi_slave.rx_shift\[2\],48.935µm
u_spi_slave.rx_shift\[1\],48.895µm
u_LMS.w\[6\]\[20\],48.835µm
_08402_,48.78µm
net273,48.75µm
net546,48.725µm
u_LMS.w\[5\]\[21\],48.72µm
_06539_,48.55µm
net340,48.51µm
spi_addr\[4\],48.49µm
_10851_,48.37µm
_05303_,48.36µm
_01817_,48.315µm
_04314_,48.24µm
_09097_,48.06µm
u_LMS.w\[8\]\[16\],48.005µm
net663,47.985µm
_03238_,47.905µm
_09067_,47.9µm
net284,47.845µm
u_LMS.w\[2\]\[22\],47.775µm
u_LMS.x_r\[6\]\[1\],47.71µm
_08400_,47.685µm
net552,47.685µm
net686,47.68µm
net767,47.625µm
u_LMS.w\[0\]\[20\],47.6µm
_10187_,47.595µm
u_LMS.x_r\[2\]\[6\],47.575µm
net509,47.51µm
u_FIR.w\[8\]\[3\],47.41µm
u_FIR.sum\[1\]\[7\],47.365µm
_09980_,47.36µm
u_LMS.w\[1\]\[18\],47.32µm
_07822_,47.305µm
net120,47.295µm
coeff_force_packed\[62\],47.25µm
net337,47.25µm
net326,47.235µm
u_LMS.w\[3\]\[18\],47.17µm
_09094_,47.1µm
net701,47.08µm
_05407_,47.04µm
_03490_,47.03µm
_04376_,46.89µm
_10829_,46.83µm
_05826_,46.81µm
_03558_,46.74µm
_07733_,46.73µm
u_FIR.sum\[4\]\[1\],46.71µm
_05289_,46.68µm
net502,46.59µm
u_LMS.x_r\[7\]\[3\],46.57µm
_09963_,46.56µm
_01793_,46.555µm
net279,46.555µm
net624,46.505µm
net36,46.48µm
_07895_,46.46µm
net477,46.35µm
net595,46.34µm
_08608_,46.285µm
net324,46.285µm
_03455_,46.27µm
net331,46.27µm
net66,46.255µm
u_LMS.w\[6\]\[16\],46.16µm
u_FIR.sum\[3\]\[0\],46.085µm
net269,46.06µm
u_LMS.w\[7\]\[15\],46.035µm
_03716_,45.94µm
_10859_,45.85µm
u_FIR.sum\[3\]\[13\],45.745µm
_07918_,45.72µm
u_LMS.w\[8\]\[22\],45.72µm
u_LMS.w\[6\]\[22\],45.64µm
u_FIR.sum\[6\]\[2\],45.62µm
u_LMS.w\[1\]\[23\],45.56µm
_01658_,45.54µm
_10856_,45.48µm
_07013_,45.37µm
net70,45.32µm
_07899_,45.28µm
_07988_,45.265µm
net519,45.18µm
_10905_,45.085µm
_03500_,45.07µm
_07816_,45.025µm
u_debug_unit.error_signal_sync\[7\],44.94µm
net60,44.845µm
_10550_,44.83µm
u_LMS.w\[5\]\[17\],44.81µm
net330,44.79µm
u_LMS.w\[7\]\[20\],44.78µm
_04568_,44.715µm
_03459_,44.7µm
_03543_,44.46µm
_03284_,44.365µm
u_LMS.w\[3\]\[4\],44.285µm
u_spi_slave.rd_toggle,44.235µm
_07902_,44.185µm
_03382_,44.17µm
_03489_,44.17µm
u_LMS.w\[3\]\[20\],44.145µm
_06262_,44.11µm
_02897_,44.005µm
u_LMS.w\[8\]\[20\],43.975µm
net790,43.975µm
u_LMS.w\[0\]\[12\],43.94µm
_04186_,43.75µm
_07126_,43.68µm
_03246_,43.59µm
net995,43.59µm
u_FIR.sum\[3\]\[1\],43.57µm
u_spi_slave.rx_shift\[9\],43.45µm
u_LMS.w\[6\]\[18\],43.39µm
net976,43.365µm
_04236_,43.33µm
u_LMS.w\[1\]\[22\],43.225µm
u_LMS.w\[7\]\[18\],43.215µm
_07516_,43.2µm
_04170_,43.08µm
u_LMS.w\[1\]\[16\],43.055µm
_03991_,42.85µm
u_FIR.sum\[4\]\[16\],42.815µm
net69,42.81µm
net913,42.81µm
net554,42.73µm
net914,42.69µm
net571,42.68µm
_05794_,42.675µm
_03572_,42.66µm
net907,42.65µm
net754,42.635µm
_03139_,42.62µm
_04984_,42.62µm
net597,42.62µm
u_spi_slave.rx_shift\[0\],42.605µm
u_LMS.x_r\[6\]\[0\],42.56µm
_06937_,42.55µm
_02149_,42.54µm
u_LMS.w\[3\]\[21\],42.535µm
_10015_,42.505µm
net282,42.34µm
u_FIR.sum\[3\]\[3\],42.24µm
net447,42.145µm
u_FIR.sum\[7\]\[15\],42.095µm
net648,42.09µm
u_debug_unit.mon_w4_sync\[4\],41.97µm
_05606_,41.825µm
u_LMS.w\[7\]\[23\],41.795µm
_02747_,41.76µm
_08986_,41.68µm
_07074_,41.66µm
_00826_,41.58µm
net300,41.535µm
_05467_,41.515µm
_04265_,41.4µm
_01841_,41.36µm
u_LMS.w\[2\]\[18\],41.35µm
u_LMS.w\[0\]\[18\],41.24µm
_03218_,41.22µm
_03235_,41.22µm
_07399_,41.22µm
_05950_,41.195µm
_03198_,41.16µm
net534,41.135µm
_08999_,41.025µm
net474,40.945µm
u_FIR.w\[4\]\[0\],40.94µm
_06898_,40.92µm
_07853_,40.875µm
_08231_,40.86µm
u_FIR.sum\[5\]\[0\],40.84µm
u_spi_slave.bit_cnt\[1\],40.84µm
_03717_,40.82µm
_08498_,40.82µm
_03266_,40.77µm
_03832_,40.755µm
net681,40.71µm
u_LMS.x_r\[3\]\[0\],40.665µm
_01338_,40.645µm
u_LMS.w\[6\]\[17\],40.645µm
net393,40.625µm
u_LMS.x_r\[2\]\[3\],40.61µm
_06795_,40.57µm
u_LMS.w\[2\]\[16\],40.52µm
u_FIR.sum\[3\]\[2\],40.45µm
u_LMS.w\[0\]\[15\],40.41µm
net31,40.33µm
_03561_,40.32µm
u_FIR.sum\[8\]\[9\],40.32µm
net726,40.28µm
u_FIR.sum\[3\]\[17\],40.235µm
_03439_,40.23µm
u_LMS.w\[4\]\[23\],40.225µm
_03449_,40.21µm
u_LMS.w\[3\]\[19\],40.19µm
net493,40.135µm
u_FIR.sum\[3\]\[15\],40.115µm
_08413_,40.1µm
net432,40.1µm
u_debug_unit.mon_w3_sync\[5\],40.03µm
_09226_,40.015µm
_03447_,39.97µm
_06055_,39.955µm
_08995_,39.85µm
_10140_,39.84µm
_04270_,39.835µm
_08027_,39.755µm
net498,39.745µm
u_FIR.sum\[4\]\[17\],39.73µm
_05497_,39.715µm
_05084_,39.61µm
_06452_,39.6µm
net848,39.55µm
_06949_,39.54µm
_10855_,39.54µm
net434,39.515µm
net256,39.48µm
_07935_,39.42µm
_06278_,39.395µm
_03259_,39.37µm
u_LMS.w\[8\]\[18\],39.27µm
_03570_,39.25µm
_04924_,39.25µm
u_spi_slave.rx_shift\[5\],39.14µm
_03507_,39.13µm
_04986_,39.1µm
net723,38.995µm
_03476_,38.95µm
_07385_,38.95µm
u_FIR.sum\[7\]\[12\],38.935µm
_05087_,38.73µm
_07256_,38.655µm
_08632_,38.65µm
_06665_,38.605µm
_01390_,38.6µm
net72,38.6µm
_10262_,38.55µm
_05839_,38.485µm
u_LMS.x_r\[3\]\[4\],38.47µm
_05394_,38.41µm
_02412_,38.365µm
_09066_,38.34µm
_06102_,38.3µm
_08928_,38.3µm
_07696_,38.24µm
_03164_,38.23µm
_07926_,38.195µm
_08981_,38.155µm
_06310_,38.12µm
_01818_,38.045µm
_01524_,38.04µm
_07873_,37.965µm
_08978_,37.93µm
_06010_,37.87µm
_10962_,37.86µm
u_LMS.w\[8\]\[21\],37.83µm
u_FIR.sum\[1\]\[12\],37.77µm
_05014_,37.68µm
u_LMS.x_r\[2\]\[4\],37.64µm
_01755_,37.625µm
net480,37.615µm
u_LMS.w\[1\]\[19\],37.605µm
_03423_,37.51µm
_05527_,37.5µm
_05929_,37.45µm
_07054_,37.44µm
u_LMS.w\[4\]\[22\],37.435µm
_10746_,37.365µm
_08019_,37.145µm
_03230_,37.11µm
net601,37.1µm
_05343_,37.04µm
_09200_,36.99µm
_02112_,36.985µm
_08296_,36.96µm
u_FIR.sum\[5\]\[16\],36.945µm
_03243_,36.915µm
_03793_,36.91µm
net623,36.91µm
_03034_,36.9µm
_01535_,36.83µm
_09773_,36.82µm
_05317_,36.79µm
_09215_,36.78µm
u_LMS.w\[0\]\[21\],36.73µm
_00772_,36.67µm
_03487_,36.61µm
_06159_,36.56µm
net41,36.525µm
_04963_,36.5µm
_03393_,36.485µm
_06629_,36.42µm
_07003_,36.41µm
_03360_,36.37µm
coeff_force_packed\[6\],36.315µm
spi_addr\[5\],36.305µm
_01253_,36.28µm
_03194_,36.27µm
_10977_,36.27µm
_02272_,36.25µm
_04801_,36.25µm
_07781_,36.25µm
u_LMS.w\[5\]\[19\],36.16µm
net954,36.12µm
_05570_,36.02µm
_10830_,36.02µm
net347,35.925µm
_04144_,35.845µm
_02574_,35.835µm
_02349_,35.83µm
u_debug_unit.error_signal_sync\[6\],35.825µm
_03239_,35.77µm
net29,35.715µm
_03050_,35.71µm
net764,35.71µm
u_LMS.w\[0\]\[16\],35.695µm
u_spi_slave.rx_shift\[4\],35.695µm
_02553_,35.65µm
_05295_,35.64µm
_06464_,35.55µm
_03437_,35.53µm
_09348_,35.52µm
net448,35.5µm
_05567_,35.48µm
_08636_,35.435µm
_05890_,35.41µm
_04132_,35.385µm
_06204_,35.355µm
_10020_,35.34µm
_06272_,35.325µm
u_spi_slave.bit_cnt\[0\],35.305µm
_02111_,35.28µm
_03277_,35.27µm
_04196_,35.17µm
_04368_,35.17µm
u_LMS.w\[7\]\[19\],35.17µm
_03623_,35.16µm
_06977_,35.16µm
_11184_,35.16µm
net316,35.12µm
_03138_,35.09µm
_01639_,35.05µm
u_debug_unit.force_w1\[7\],35.005µm
_10950_,34.99µm
u_LMS.w\[8\]\[9\],34.96µm
_05788_,34.935µm
u_LMS.w\[6\]\[21\],34.91µm
u_LMS.count\[17\],34.905µm
_06636_,34.9µm
net699,34.805µm
_02781_,34.75µm
_04644_,34.75µm
u_LMS.w\[0\]\[19\],34.65µm
_05432_,34.62µm
_07934_,34.62µm
spi_addr\[2\],34.615µm
_04130_,34.59µm
_08967_,34.53µm
u_LMS.w\[2\]\[21\],34.53µm
_01047_,34.46µm
_03165_,34.445µm
_05543_,34.41µm
u_FIR.sum\[2\]\[16\],34.325µm
net964,34.305µm
u_LMS.w\[8\]\[23\],34.29µm
u_LMS.w\[5\]\[18\],34.275µm
_07510_,34.26µm
_07794_,34.22µm
_02386_,34.215µm
_02708_,34.21µm
_09417_,34.2µm
_03652_,34.15µm
_11127_,34.08µm
_03047_,34.03µm
_03944_,34.03µm
coeff_force_packed\[61\],34.015µm
_04596_,33.96µm
_02845_,33.955µm
_03330_,33.92µm
_00939_,33.9µm
_08361_,33.84µm
_08667_,33.765µm
_07087_,33.735µm
_10803_,33.735µm
_04556_,33.67µm
u_spi_slave.rx_shift\[3\],33.67µm
_07588_,33.6µm
_08843_,33.57µm
_10360_,33.505µm
_07499_,33.5µm
_00037_,33.48µm
_00877_,33.37µm
_10226_,33.37µm
_04302_,33.31µm
_10397_,33.26µm
_03343_,33.19µm
u_LMS.w\[3\]\[3\],33.15µm
_04013_,33.14µm
u_p2s_output.o_valid,33.14µm
_08004_,33.125µm
_09684_,33.01µm
_10832_,33.01µm
net46,32.985µm
u_LMS.x_r\[3\]\[7\],32.97µm
_01794_,32.96µm
_03586_,32.925µm
u_LMS.w\[0\]\[22\],32.895µm
_00898_,32.89µm
_09806_,32.82µm
_11196_,32.82µm
u_FIR.sum\[0\]\[8\],32.805µm
_05565_,32.79µm
_07522_,32.78µm
u_FIR.sum\[0\]\[9\],32.78µm
_04517_,32.77µm
u_FIR.sum\[8\]\[17\],32.71µm
_01883_,32.705µm
_01629_,32.66µm
_09687_,32.66µm
_07017_,32.635µm
_10675_,32.585µm
_03757_,32.58µm
_01958_,32.575µm
_02174_,32.565µm
_01172_,32.54µm
_06575_,32.54µm
_08395_,32.54µm
_10203_,32.535µm
_08377_,32.53µm
_10810_,32.53µm
_08795_,32.43µm
u_LMS.mu\[4\],32.41µm
_05310_,32.4µm
u_LMS.w\[1\]\[21\],32.355µm
u_LMS.w\[5\]\[22\],32.35µm
_10198_,32.345µm
_10786_,32.34µm
u_LMS.w\[5\]\[11\],32.33µm
_10358_,32.325µm
_03035_,32.31µm
_09811_,32.285µm
_03528_,32.28µm
_10653_,32.275µm
_04822_,32.23µm
net183,32.215µm
_08778_,32.19µm
_02249_,32.18µm
u_LMS.w\[6\]\[19\],32.18µm
u_LMS.w\[1\]\[17\],32.175µm
u_FIR.sum\[5\]\[15\],32.135µm
net210,32.12µm
_06763_,32.06µm
_04361_,32.05µm
u_FIR.sum\[8\]\[10\],32µm
_01333_,31.93µm
_11174_,31.93µm
u_FIR.sum\[8\]\[12\],31.905µm
_03536_,31.87µm
_09503_,31.86µm
_07704_,31.825µm
_08633_,31.81µm
_10011_,31.8µm
_11156_,31.795µm
u_spi_slave.tx_cnt\[1\],31.775µm
_04680_,31.77µm
_08860_,31.71µm
_10201_,31.69µm
_09808_,31.68µm
_02389_,31.625µm
_04054_,31.615µm
u_FIR.sum\[7\]\[1\],31.61µm
_03302_,31.57µm
_03454_,31.57µm
net713,31.52µm
u_FIR.sum\[6\]\[1\],31.48µm
u_spi_slave.tx_cnt\[0\],31.48µm
_04609_,31.395µm
_03488_,31.39µm
_09799_,31.36µm
_01775_,31.325µm
_02509_,31.32µm
u_FIR.sum\[3\]\[14\],31.285µm
_07250_,31.28µm
u_FIR.sum\[4\]\[5\],31.27µm
_03245_,31.265µm
_06658_,31.26µm
_10399_,31.225µm
_08315_,31.21µm
u_FIR.sum\[0\]\[14\],31.21µm
_05336_,31.2µm
_03554_,31.15µm
_02071_,31.14µm
_04090_,31.08µm
_10600_,31.08µm
_08197_,31.06µm
_07957_,31.03µm
